"Address","Street","City","State","ZipCode","zpid","url","hasImage","status","soldPrice","beds","baths","area","latitude","longitude","isZillowOwned","soldDate","Type","lotArea","lotAreaUnits","taxAssessedValue"
"5707 Callowhill St, Pittsburgh, PA 15206","5707 Callowhill St","Pittsburgh","PA",15206,306759332,"https://www.zillow.com/homedetails/5707-Callowhill-St-Pittsburgh-PA-15206/306759332_zpid/",NA,"SOLD",616064,4,4.5,2247,40.478016,-79.92066,FALSE,"2020-01-14","SINGLE_FAMILY",2622,"sqft",370600
"5720 Rippey St, Pittsburgh, PA 15206","5720 Rippey St","Pittsburgh","PA",15206,11623291,"https://www.zillow.com/homedetails/5720-Rippey-St-Pittsburgh-PA-15206/11623291_zpid/",TRUE,"SOLD",260000,6,0,3293,40.46551,-79.92622,FALSE,"2020-01-13","MULTI_FAMILY",5519,"sqft",115400
"7105 Churchland St, Pittsburgh, PA 15206","7105 Churchland St","Pittsburgh","PA",15206,11337302,"https://www.zillow.com/homedetails/7105-Churchland-St-Pittsburgh-PA-15206/11337302_zpid/",TRUE,"SOLD",50000,3,2,1470,40.471252,-79.89636,FALSE,"2020-01-10","SINGLE_FAMILY",4321,"sqft",26700
"1110 Morningside Ave, Pittsburgh, PA 15206","1110 Morningside Ave","Pittsburgh","PA",15206,11619670,"https://www.zillow.com/homedetails/1110-Morningside-Ave-Pittsburgh-PA-15206/11619670_zpid/",TRUE,"SOLD",335000,4,2,1276,40.477753,-79.931046,FALSE,"2020-01-10","SINGLE_FAMILY",3200,"sqft",108500
"1130 Mellon St, Pittsburgh, PA 15206","1130 Mellon St","Pittsburgh","PA",15206,11620378,"https://www.zillow.com/homedetails/1130-Mellon-St-Pittsburgh-PA-15206/11620378_zpid/",TRUE,"SOLD",393000,5,4,2451,40.475685,-79.9218,FALSE,"2020-01-10","SINGLE_FAMILY",2888,"sqft",354100
"5434 Hillcrest St, Pittsburgh, PA 15206","5434 Hillcrest St","Pittsburgh","PA",15206,11520408,"https://www.zillow.com/homedetails/5434-Hillcrest-St-Pittsburgh-PA-15206/11520408_zpid/",NA,"SOLD",250000,3,2,1440,40.467308,-79.93322,FALSE,"2020-01-10","SINGLE_FAMILY",1594,"sqft",106300
"5707 Callowhill St, Pittsburgh, PA 15206","5707 Callowhill St","Pittsburgh","PA",15206,2085048997,"https://www.zillow.com/homedetails/5707-Callowhill-St-Pittsburgh-PA-15206/2085048997_zpid/",NA,"SOLD",616064,4,5,NA,40.477955,-79.9205,FALSE,"2020-01-10","TOWNHOUSE",NA,NA,NA
"1818 Duffield St, Pittsburgh, PA 15206","1818 Duffield St","Pittsburgh","PA",15206,11277926,"https://www.zillow.com/homedetails/1818-Duffield-St-Pittsburgh-PA-15206/11277926_zpid/",TRUE,"SOLD",123000,2,2,1024,40.48726,-79.927315,FALSE,"2020-01-09","SINGLE_FAMILY",1999,"sqft",65100
"303 Paulson Ave, Pittsburgh, PA 15206","303 Paulson Ave","Pittsburgh","PA",15206,11285176,"https://www.zillow.com/homedetails/303-Paulson-Ave-Pittsburgh-PA-15206/11285176_zpid/",NA,"SOLD",25000,2,1,1382,40.462566,-79.91372,FALSE,"2020-01-06","SINGLE_FAMILY",1296,"sqft",11400
"1810 Duffield St, Pittsburgh, PA 15206","1810 Duffield St","Pittsburgh","PA",15206,11277923,"https://www.zillow.com/homedetails/1810-Duffield-St-Pittsburgh-PA-15206/11277923_zpid/",TRUE,"SOLD",58000,2,1,1020,40.487083,-79.927444,FALSE,"2020-01-02","SINGLE_FAMILY",1999,"sqft",29700
"824 Portland St, Pittsburgh, PA 15206","824 Portland St","Pittsburgh","PA",15206,11622340,"https://www.zillow.com/homedetails/824-Portland-St-Pittsburgh-PA-15206/11622340_zpid/",NA,"SOLD",18500,3,2,2032,40.472157,-79.925125,FALSE,"2019-12-31","MULTI_FAMILY",2750,"sqft",18500
