"Address","Street","City","State","ZipCode","zpid","url","hasImage","status","soldPrice","beds","baths","area","latitude","longitude","isZillowOwned","soldDate","Type","lotArea","lotAreaUnits","taxAssessedValue"
"5850 Centre Ave, Pittsburgh, PA 15206","5850 Centre Ave","Pittsburgh","PA",15206,242631194,"https://www.zillow.com/homedetails/5850-Centre-Ave-Pittsburgh-PA-15206/242631194_zpid/",NA,"SOLD",204000,NA,NA,NA,40.458504,-79.93037,FALSE,"2021-03-19","SINGLE_FAMILY",1.16085858585859,"acres",NA
"215 Emerson St, Pittsburgh, PA 15206","215 Emerson St","Pittsburgh","PA",15206,304650834,"https://www.zillow.com/homedetails/215-Emerson-St-Pittsburgh-PA-15206/304650834_zpid/",TRUE,"SOLD",560000,4,4,2482,40.45893,-79.92309,FALSE,"2021-03-19","SINGLE_FAMILY",1750,"sqft",320000
"262 Emerson St, Pittsburgh, PA 15206","262 Emerson St","Pittsburgh","PA",15206,11624556,"https://www.zillow.com/homedetails/262-Emerson-St-Pittsburgh-PA-15206/11624556_zpid/",NA,"SOLD",300000,4,2,2717,40.457695,-79.92378,FALSE,"2021-03-17","SINGLE_FAMILY",3763,"sqft",195000
"5470 Hillcrest St, Pittsburgh, PA 15206","5470 Hillcrest St","Pittsburgh","PA",15206,11623203,"https://www.zillow.com/homedetails/5470-Hillcrest-St-Pittsburgh-PA-15206/11623203_zpid/",NA,"SOLD",50000,3,1,1392,40.467148,-79.93189,FALSE,"2021-03-17","SINGLE_FAMILY",2420,"sqft",18900
"1119 Morningside Ave, Pittsburgh, PA 15206","1119 Morningside Ave","Pittsburgh","PA",15206,11619653,"https://www.zillow.com/homedetails/1119-Morningside-Ave-Pittsburgh-PA-15206/11619653_zpid/",NA,"SOLD",200000,3,1.5,1786,40.47819,-79.93139,FALSE,"2021-03-16","SINGLE_FAMILY",8000,"sqft",135300
"127 High Park Pl, Pittsburgh, PA 15206","127 High Park Pl","Pittsburgh","PA",15206,11282603,"https://www.zillow.com/homedetails/127-High-Park-Pl-Pittsburgh-PA-15206/11282603_zpid/",TRUE,"SOLD",630000,3,3,2458,40.477844,-79.915565,FALSE,"2021-03-15","SINGLE_FAMILY",4704,"sqft",225000
"6101 Kentucky Ave, Pittsburgh, PA 15206","6101 Kentucky Ave","Pittsburgh","PA",15206,11625705,"https://www.zillow.com/homedetails/6101-Kentucky-Ave-Pittsburgh-PA-15206/11625705_zpid/",TRUE,"SOLD",857250,6,5,5202,40.453163,-79.923645,FALSE,"2021-03-15","SINGLE_FAMILY",6600,"sqft",788700
"519 Hastings St, Pittsburgh, PA 15206","519 Hastings St","Pittsburgh","PA",15206,11287422,"https://www.zillow.com/homedetails/519-Hastings-St-Pittsburgh-PA-15206/11287422_zpid/",TRUE,"SOLD",300000,5,2,1870,40.448696,-79.9149,FALSE,"2021-03-12","SINGLE_FAMILY",9.7012,"sqft",163500
"5710 Weldin St, Pittsburgh, PA 15206","5710 Weldin St","Pittsburgh","PA",15206,11623284,"https://www.zillow.com/homedetails/5710-Weldin-St-Pittsburgh-PA-15206/11623284_zpid/",TRUE,"SOLD",105000,2,1,1036,40.465305,-79.92677,FALSE,"2021-03-12","SINGLE_FAMILY",0,"sqft",35000
"5708 Weldin St, Pittsburgh, PA 15206","5708 Weldin St","Pittsburgh","PA",15206,11623283,"https://www.zillow.com/homedetails/5708-Weldin-St-Pittsburgh-PA-15206/11623283_zpid/",TRUE,"SOLD",105000,2,1,1036,40.465343,-79.92687,FALSE,"2021-03-12","SINGLE_FAMILY",775.368,"sqft",32000
"1304 Oberlin St, Pittsburgh, PA 15206","1304 Oberlin St","Pittsburgh","PA",15206,11339059,"https://www.zillow.com/homedetails/1304-Oberlin-St-Pittsburgh-PA-15206/11339059_zpid/",NA,"SOLD",10000,3,1,1144,40.461903,-79.88979,FALSE,"2021-03-11","SINGLE_FAMILY",1627,"sqft",39200
"5727 Hays St, Pittsburgh, PA 15206","5727 Hays St","Pittsburgh","PA",15206,306751063,"https://www.zillow.com/homedetails/5727-Hays-St-Pittsburgh-PA-15206/306751063_zpid/",TRUE,"SOLD",765000,3,4,NA,40.468925,-79.92413,FALSE,"2021-03-09","SINGLE_FAMILY",3600,"sqft",14000
"1659 Duffield St, Pittsburgh, PA 15206","1659 Duffield St","Pittsburgh","PA",15206,11278191,"https://www.zillow.com/homedetails/1659-Duffield-St-Pittsburgh-PA-15206/11278191_zpid/",TRUE,"SOLD",88236,4,1,1642,40.484753,-79.93026,FALSE,"2021-03-08","SINGLE_FAMILY",2700,"sqft",95400
"121 S Fairmount St, Pittsburgh, PA 15206","121 S Fairmount St","Pittsburgh","PA",15206,11623543,"https://www.zillow.com/homedetails/121-S-Fairmount-St-Pittsburgh-PA-15206/11623543_zpid/",TRUE,"SOLD",433000,6,2,NA,40.46339,-79.93255,FALSE,"2021-03-05","SINGLE_FAMILY",NA,NA,202700
