"Address","Street","City","State","ZipCode","zpid","url","hasImage","status","soldPrice","beds","baths","area","latitude","longitude","isZillowOwned","soldDate","Type","lotArea","lotAreaUnits","taxAssessedValue"
"180 Fieldcrest Dr, Pittsburgh, PA 15221","180 Fieldcrest Dr","Pittsburgh","PA",15221,11419022,"https://www.zillow.com/homedetails/180-Fieldcrest-Dr-Pittsburgh-PA-15221/11419022_zpid/",TRUE,"SOLD",200700,3,2,1490,40.431458,-79.85481,FALSE,"2020-09-03","SINGLE_FAMILY",0,"sqft",120100
"1171 South Ave, Pittsburgh, PA 15221","1171 South Ave","Pittsburgh","PA",15221,11380280,"https://www.zillow.com/homedetails/1171-South-Ave-Pittsburgh-PA-15221/11380280_zpid/",NA,"SOLD",28000,5,1.5,1584,40.439,-79.87571,FALSE,"2020-09-02","SINGLE_FAMILY",2316,"sqft",14100
"915 Ramsey St, Pittsburgh, PA 15221","915 Ramsey St","Pittsburgh","PA",15221,11342947,"https://www.zillow.com/homedetails/915-Ramsey-St-Pittsburgh-PA-15221/11342947_zpid/",NA,"SOLD",12000,3,1,1480,40.43727,-79.88347,FALSE,"2020-09-01","SINGLE_FAMILY",2361,"sqft",14100
"1334 Franklin Ave, Pittsburgh, PA 15221","1334 Franklin Ave","Pittsburgh","PA",15221,11380573,"https://www.zillow.com/homedetails/1334-Franklin-Ave-Pittsburgh-PA-15221/11380573_zpid/",TRUE,"SOLD",40000,3,2,1736,40.43895,-79.87158,FALSE,"2020-09-01","SINGLE_FAMILY",3800,"sqft",23600
"52 Garden Ter, Pittsburgh, PA 15221","52 Garden Ter","Pittsburgh","PA",15221,11454816,"https://www.zillow.com/homedetails/52-Garden-Ter-Pittsburgh-PA-15221/11454816_zpid/",TRUE,"SOLD",152250,3,1,1284,40.429813,-79.84538,FALSE,"2020-09-01","SINGLE_FAMILY",0,"sqft",84900
"886 Stevendale Dr, Pittsburgh, PA 15221","886 Stevendale Dr","Pittsburgh","PA",15221,11455040,"https://www.zillow.com/homedetails/886-Stevendale-Dr-Pittsburgh-PA-15221/11455040_zpid/",TRUE,"SOLD",130000,3,1,1144,40.427055,-79.842705,FALSE,"2020-08-31","SINGLE_FAMILY",7500,"sqft",87200
"521 Park Ave, Pittsburgh, PA 15221","521 Park Ave","Pittsburgh","PA",15221,11633596,"https://www.zillow.com/homedetails/521-Park-Ave-Pittsburgh-PA-15221/11633596_zpid/",NA,"SOLD",5000,3,1,1068,40.417828,-79.868195,FALSE,"2020-08-28","SINGLE_FAMILY",3750,"sqft",15900
"208 Berkley Ave, Pittsburgh, PA 15221","208 Berkley Ave","Pittsburgh","PA",15221,11421199,"https://www.zillow.com/homedetails/208-Berkley-Ave-Pittsburgh-PA-15221/11421199_zpid/",TRUE,"SOLD",123000,2,2,NA,40.417923,-79.85041,FALSE,"2020-08-28","SINGLE_FAMILY",NA,NA,54000
"752 Princeton Blvd, Pittsburgh, PA 15221","752 Princeton Blvd","Pittsburgh","PA",15221,11380002,"https://www.zillow.com/homedetails/752-Princeton-Blvd-Pittsburgh-PA-15221/11380002_zpid/",TRUE,"SOLD",68500,3,1,1274,40.44079,-79.87042,FALSE,"2020-08-27","SINGLE_FAMILY",0,"sqft",28500
"925 Mifflin Ave, Pittsburgh, PA 15221","925 Mifflin Ave","Pittsburgh","PA",15221,11342623,"https://www.zillow.com/homedetails/925-Mifflin-Ave-Pittsburgh-PA-15221/11342623_zpid/",TRUE,"SOLD",419900,4,2,NA,40.436005,-79.892166,FALSE,"2020-08-27","SINGLE_FAMILY",NA,NA,265700
