"Address","Street","City","State","ZipCode","zpid","url","hasImage","status","soldPrice","beds","baths","area","latitude","longitude","isZillowOwned","soldDate","Type","lotArea","lotAreaUnits","taxAssessedValue"
"608 Hastings St, Pittsburgh, PA 15206","608 Hastings St","Pittsburgh","PA",15206,11629257,"https://www.zillow.com/homedetails/608-Hastings-St-Pittsburgh-PA-15206/11629257_zpid/",TRUE,"SOLD",295000,2,1,1212,40.448124,-79.91612,FALSE,"2021-09-29","TOWNHOUSE",3341.052,"sqft",123400
"247 S Saint Clair St, Pittsburgh, PA 15206","247 S Saint Clair St","Pittsburgh","PA",15206,11624325,"https://www.zillow.com/homedetails/247-S-Saint-Clair-St-Pittsburgh-PA-15206/11624325_zpid/",TRUE,"SOLD",530000,NA,0,NA,40.46034,-79.93003,FALSE,"2021-09-28","MULTI_FAMILY",NA,NA,230400
"123 Beechwood Ln, Pittsburgh, PA 15206","123 Beechwood Ln","Pittsburgh","PA",15206,11629284,"https://www.zillow.com/homedetails/123-Beechwood-Ln-Pittsburgh-PA-15206/11629284_zpid/",TRUE,"SOLD",794000,4,4,3404,40.44874,-79.917915,FALSE,"2021-09-24","SINGLE_FAMILY",8062.956,"sqft",527300
"5804 Wayne Rd, Pittsburgh, PA 15206","5804 Wayne Rd","Pittsburgh","PA",15206,11622411,"https://www.zillow.com/homedetails/5804-Wayne-Rd-Pittsburgh-PA-15206/11622411_zpid/",TRUE,"SOLD",787000,5,4,2400,40.471817,-79.92181,FALSE,"2021-09-23","SINGLE_FAMILY",6000,"sqft",239400
"7232 Lemington Ave, Pittsburgh, PA 15206","7232 Lemington Ave","Pittsburgh","PA",15206,11338101,"https://www.zillow.com/homedetails/7232-Lemington-Ave-Pittsburgh-PA-15206/11338101_zpid/",TRUE,"SOLD",30000,5,1,1870,40.46685,-79.892525,FALSE,"2021-09-23","SINGLE_FAMILY",4077.216,"sqft",31300
"7216 Butler St, Pittsburgh, PA 15206","7216 Butler St","Pittsburgh","PA",15206,11278010,"https://www.zillow.com/homedetails/7216-Butler-St-Pittsburgh-PA-15206/11278010_zpid/",TRUE,"SOLD",150000,NA,0,NA,40.488216,-79.922775,FALSE,"2021-09-22","MULTI_FAMILY",NA,NA,65500
"743 Chislett St, Pittsburgh, PA 15206","743 Chislett St","Pittsburgh","PA",15206,11620639,"https://www.zillow.com/homedetails/743-Chislett-St-Pittsburgh-PA-15206/11620639_zpid/",TRUE,"SOLD",251000,NA,0,NA,40.47224,-79.930984,FALSE,"2021-09-22","MULTI_FAMILY",NA,NA,110300
"5914 Elgin St, Pittsburgh, PA 15206","5914 Elgin St","Pittsburgh","PA",15206,11620586,"https://www.zillow.com/homedetails/5914-Elgin-St-Pittsburgh-PA-15206/11620586_zpid/",TRUE,"SOLD",795000,5,3,3567,40.476032,-79.918846,FALSE,"2021-09-21","SINGLE_FAMILY",5723.784,"sqft",386200
"6916 Bishop St, Pittsburgh, PA 15206","6916 Bishop St","Pittsburgh","PA",15206,11278415,"https://www.zillow.com/homedetails/6916-Bishop-St-Pittsburgh-PA-15206/11278415_zpid/",TRUE,"SOLD",295000,2,2,1256,40.48543,-79.924835,FALSE,"2021-09-20","SINGLE_FAMILY",1398.276,"sqft",109500
"844 Heberton St, Pittsburgh, PA 15206","844 Heberton St","Pittsburgh","PA",15206,11284042,"https://www.zillow.com/homedetails/844-Heberton-St-Pittsburgh-PA-15206/11284042_zpid/",TRUE,"SOLD",170000,4,2,1632,40.46982,-79.9161,FALSE,"2021-09-17","TOWNHOUSE",2134.44,"sqft",107100
"1416 N Euclid Ave, Pittsburgh, PA 15206","1416 N Euclid Ave","Pittsburgh","PA",15206,11620026,"https://www.zillow.com/homedetails/1416-N-Euclid-Ave-Pittsburgh-PA-15206/11620026_zpid/",TRUE,"SOLD",770000,5,4,4047,40.477596,-79.918335,FALSE,"2021-09-17","SINGLE_FAMILY",7200.468,"sqft",506900
"5550 Beverly Pl, Pittsburgh, PA 15206","5550 Beverly Pl","Pittsburgh","PA",15206,11620288,"https://www.zillow.com/homedetails/5550-Beverly-Pl-Pittsburgh-PA-15206/11620288_zpid/",TRUE,"SOLD",761000,5,5,4332,40.476402,-79.924934,FALSE,"2021-09-15","SINGLE_FAMILY",10763.676,"sqft",335300
"1014 N Euclid Ave, Pittsburgh, PA 15206","1014 N Euclid Ave","Pittsburgh","PA",15206,11620859,"https://www.zillow.com/homedetails/1014-N-Euclid-Ave-Pittsburgh-PA-15206/11620859_zpid/",TRUE,"SOLD",735000,4,4,2593,40.473473,-79.920944,FALSE,"2021-09-14","SINGLE_FAMILY",2770.416,"sqft",119200
"802 N Beatty St, Pittsburgh, PA 15206","802 N Beatty St","Pittsburgh","PA",15206,11622447,"https://www.zillow.com/homedetails/802-N-Beatty-St-Pittsburgh-PA-15206/11622447_zpid/",TRUE,"SOLD",230000,2,2,875,40.470398,-79.921974,FALSE,"2021-09-13","SINGLE_FAMILY",2949.012,"sqft",78900
