"Address","Street","City","State","ZipCode","zpid","url","hasImage","status","soldPrice","beds","baths","area","latitude","longitude","isZillowOwned","soldDate","Type","lotArea","lotAreaUnits","taxAssessedValue"
"5419 Claybourne St, Pittsburgh, PA 15232","5419 Claybourne St","Pittsburgh","PA",15232,11525168,"https://www.zillow.com/homedetails/5419-Claybourne-St-Pittsburgh-PA-15232/11525168_zpid/",TRUE,"SOLD",341000,3,3,3400,40.45528,-79.9374,FALSE,"2020-07-31","SINGLE_FAMILY",0,"sqft",260800
"705 Filbert St, Pittsburgh, PA 15232","705 Filbert St","Pittsburgh","PA",15232,11528782,"https://www.zillow.com/homedetails/705-Filbert-St-Pittsburgh-PA-15232/11528782_zpid/",TRUE,"SOLD",440000,2,2,1140,40.452595,-79.93339,FALSE,"2020-07-31","SINGLE_FAMILY",0,"sqft",195500
"1 Ellsworth Pl, Pittsburgh, PA 15232","1 Ellsworth Pl","Pittsburgh","PA",15232,11528594,"https://www.zillow.com/homedetails/1-Ellsworth-Pl-Pittsburgh-PA-15232/11528594_zpid/",TRUE,"SOLD",650000,3,3,NA,40.451935,-79.9385,FALSE,"2020-07-29","SINGLE_FAMILY",NA,NA,4e+05
"736 Summerlea St, Pittsburgh, PA 15232","736 Summerlea St","Pittsburgh","PA",15232,11628649,"https://www.zillow.com/homedetails/736-Summerlea-St-Pittsburgh-PA-15232/11628649_zpid/",TRUE,"SOLD",375000,2,3,864,40.452503,-79.93039,FALSE,"2020-07-29","TOWNHOUSE",1090.8,"sqft",194200
"5124 Bayard St, Pittsburgh, PA 15232","5124 Bayard St","Pittsburgh","PA",15232,11528580,"https://www.zillow.com/homedetails/5124-Bayard-St-Pittsburgh-PA-15232/11528580_zpid/",TRUE,"SOLD",537500,3,2,1824,40.45247,-79.94028,FALSE,"2020-07-21","SINGLE_FAMILY",4080,"sqft",211600
"576 Moorhead Pl, Pittsburgh, PA 15232","576 Moorhead Pl","Pittsburgh","PA",15232,11528552,"https://www.zillow.com/homedetails/576-Moorhead-Pl-Pittsburgh-PA-15232/11528552_zpid/",TRUE,"SOLD",690000,3,3,2808,40.45268,-79.939156,FALSE,"2020-07-14","SINGLE_FAMILY",5110,"sqft",452100
"819 Saint James St, Pittsburgh, PA 15232","819 Saint James St","Pittsburgh","PA",15232,11529373,"https://www.zillow.com/homedetails/819-Saint-James-St-Pittsburgh-PA-15232/11529373_zpid/",TRUE,"SOLD",9000,4,3.5,3106,40.450096,-79.93614,FALSE,"2020-07-06","SINGLE_FAMILY",4200,"sqft",722800
"5711 Howe St, Shadyside, PA 15232","5711 Howe St","Shadyside","PA",15232,2112168929,"https://www.zillow.com/homedetails/5711-Howe-St-Shadyside-PA-15232/2112168929_zpid/",TRUE,"SOLD",1650000,0,0,800,40.451447,-79.9303,FALSE,"2020-07-01","SINGLE_FAMILY",9147,"sqft",NA
"5048 5th Ave APT 105, Shadyside, PA 15232","5048 5th Ave APT 105","Shadyside","PA",15232,2081279331,"https://www.zillow.com/homedetails/5048-5th-Ave-APT-105-Shadyside-PA-15232/2081279331_zpid/",TRUE,"SOLD",300000,2,2,NA,40.44725,-79.93991,FALSE,"2020-06-30","SINGLE_FAMILY",NA,NA,NA
"5230 Westminster Pl, Pittsburgh, PA 15232","5230 Westminster Pl","Pittsburgh","PA",15232,11529320,"https://www.zillow.com/homedetails/5230-Westminster-Pl-Pittsburgh-PA-15232/11529320_zpid/",TRUE,"SOLD",880000,5,4,4134,40.44924,-79.93654,FALSE,"2020-06-26","SINGLE_FAMILY",4352,"sqft",772000
"353 Stratford Ave, Pittsburgh, PA 15232","353 Stratford Ave","Pittsburgh","PA",15232,11525003,"https://www.zillow.com/homedetails/353-Stratford-Ave-Pittsburgh-PA-15232/11525003_zpid/",TRUE,"SOLD",450000,1,1,700,40.459343,-79.93398,FALSE,"2020-06-25","MULTI_FAMILY",4000,"sqft",126700
"5220 5th Ave, Pittsburgh, PA 15232","5220 5th Ave","Pittsburgh","PA",15232,11529633,"https://www.zillow.com/homedetails/5220-5th-Ave-Pittsburgh-PA-15232/11529633_zpid/",TRUE,"SOLD",625000,4,4,3225,40.447643,-79.93603,FALSE,"2020-06-17","TOWNHOUSE",2457,"sqft",425200
"1081 Shady Ave, Pittsburgh, PA 15232","1081 Shady Ave","Pittsburgh","PA",15232,11629036,"https://www.zillow.com/homedetails/1081-Shady-Ave-Pittsburgh-PA-15232/11629036_zpid/",TRUE,"SOLD",1270000,6,5,6539,40.451023,-79.91941,FALSE,"2020-06-15","SINGLE_FAMILY",0.304407713498623,"acres",526700
"1077 Shady Ave, Pittsburgh, PA 15232","1077 Shady Ave","Pittsburgh","PA",15232,11629037,"https://www.zillow.com/homedetails/1077-Shady-Ave-Pittsburgh-PA-15232/11629037_zpid/",TRUE,"SOLD",1270000,7,5,7101,40.4506,-79.92041,FALSE,"2020-06-12","SINGLE_FAMILY",0.30360422405877,"acres",735300
"702 Copeland St #15, Pittsburgh, PA 15232","702 Copeland St #15","Pittsburgh","PA",15232,11528679,"https://www.zillow.com/homedetails/702-Copeland-St-15-Pittsburgh-PA-15232/11528679_zpid/",TRUE,"SOLD",352195,2,2,NA,40.451584,-79.93532,FALSE,"2020-06-03","TOWNHOUSE",NA,NA,159400
"8 Shadyside Ln, Pittsburgh, PA 15232","8 Shadyside Ln","Pittsburgh","PA",15232,11528321,"https://www.zillow.com/homedetails/8-Shadyside-Ln-Pittsburgh-PA-15232/11528321_zpid/",TRUE,"SOLD",803775,3,4,NA,40.45067,-79.942085,FALSE,"2020-06-01","SINGLE_FAMILY",NA,NA,464600
"1006 Highmont Rd, Pittsburgh, PA 15232","1006 Highmont Rd","Pittsburgh","PA",15232,164699298,"https://www.zillow.com/homedetails/1006-Highmont-Rd-Pittsburgh-PA-15232/164699298_zpid/",NA,"SOLD",899000,NA,NA,NA,40.451416,-79.92208,FALSE,"2020-05-18","SINGLE_FAMILY",680,"sqft",6800
"1006 Highmont Rd, Pittsburgh, PA 15232","1006 Highmont Rd","Pittsburgh","PA",15232,11628982,"https://www.zillow.com/homedetails/1006-Highmont-Rd-Pittsburgh-PA-15232/11628982_zpid/",TRUE,"SOLD",899000,5,5,3259,40.451416,-79.92208,FALSE,"2020-05-15","SINGLE_FAMILY",9288,"sqft",427700
"712 Saint James St, Pittsburgh, PA 15232","712 Saint James St","Pittsburgh","PA",15232,11528585,"https://www.zillow.com/homedetails/712-Saint-James-St-Pittsburgh-PA-15232/11528585_zpid/",TRUE,"SOLD",2300000,6,6,6070,40.45121,-79.937515,FALSE,"2020-05-11","SINGLE_FAMILY",0,"sqft",855400
"307 S Negley Ave, Pittsburgh, PA 15232","307 S Negley Ave","Pittsburgh","PA",15232,11624286,"https://www.zillow.com/homedetails/307-S-Negley-Ave-Pittsburgh-PA-15232/11624286_zpid/",TRUE,"SOLD",535000,6,3,3100,40.460068,-79.93242,FALSE,"2020-05-08","MULTI_FAMILY",5749,"sqft",223800
"5733 Walnut St, Pittsburgh, PA 15232","5733 Walnut St","Pittsburgh","PA",15232,11625262,"https://www.zillow.com/homedetails/5733-Walnut-St-Pittsburgh-PA-15232/11625262_zpid/",NA,"SOLD",485000,4,2.5,3016,40.452736,-79.929405,FALSE,"2020-04-30","SINGLE_FAMILY",3047,"sqft",373100
"5016 Castleman St, Pittsburgh, PA 15232","5016 Castleman St","Pittsburgh","PA",15232,11529120,"https://www.zillow.com/homedetails/5016-Castleman-St-Pittsburgh-PA-15232/11529120_zpid/",TRUE,"SOLD",1735000,4,5,4152,40.448807,-79.942,FALSE,"2020-04-30","SINGLE_FAMILY",0,"sqft",550000
"710 Ivy St, Pittsburgh, PA 15232","710 Ivy St","Pittsburgh","PA",15232,11528789,"https://www.zillow.com/homedetails/710-Ivy-St-Pittsburgh-PA-15232/11528789_zpid/",TRUE,"SOLD",578500,4,4,2727,40.452503,-79.93291,FALSE,"2020-04-24","SINGLE_FAMILY",0,"sqft",485000
"5426 Howe St, Pittsburgh, PA 15232","5426 Howe St","Pittsburgh","PA",15232,11529384,"https://www.zillow.com/homedetails/5426-Howe-St-Pittsburgh-PA-15232/11529384_zpid/",TRUE,"SOLD",763454,3,4,2234,40.449917,-79.93382,FALSE,"2020-04-16","TOWNHOUSE",2288.65,"sqft",445000
"307 Roup Ave, Pittsburgh, PA 15232","307 Roup Ave","Pittsburgh","PA",15232,11524504,"https://www.zillow.com/homedetails/307-Roup-Ave-Pittsburgh-PA-15232/11524504_zpid/",TRUE,"SOLD",337000,3,2,1650,40.46112,-79.93491,FALSE,"2020-04-09","SINGLE_FAMILY",3256,"sqft",146500
"5814 Alder St, Pittsburgh, PA 15232","5814 Alder St","Pittsburgh","PA",15232,11624786,"https://www.zillow.com/homedetails/5814-Alder-St-Pittsburgh-PA-15232/11624786_zpid/",TRUE,"SOLD",513677,3,2,1578,40.455418,-79.92986,FALSE,"2020-03-21","SINGLE_FAMILY",3227.796,"sqft",354100
"5447 Potter St, Pittsburgh, PA 15232","5447 Potter St","Pittsburgh","PA",15232,11525498,"https://www.zillow.com/homedetails/5447-Potter-St-Pittsburgh-PA-15232/11525498_zpid/",TRUE,"SOLD",310000,4,3,2117,40.454807,-79.93584,FALSE,"2020-02-28","SINGLE_FAMILY",0,"sqft",274100
"522 Roslyn Pl, Pittsburgh, PA 15232","522 Roslyn Pl","Pittsburgh","PA",15232,11525374,"https://www.zillow.com/homedetails/522-Roslyn-Pl-Pittsburgh-PA-15232/11525374_zpid/",TRUE,"SOLD",745000,4,3,2604,40.453186,-79.93613,FALSE,"2020-02-26","SINGLE_FAMILY",4508,"sqft",248000
"1060 Shady Ave, Pittsburgh, PA 15232","1060 Shady Ave","Pittsburgh","PA",15232,11628969,"https://www.zillow.com/homedetails/1060-Shady-Ave-Pittsburgh-PA-15232/11628969_zpid/",TRUE,"SOLD",402500,2,3,950,40.45106,-79.920525,FALSE,"2020-02-14","SINGLE_FAMILY",0,"sqft",184100
"5848 Elmer St, Pittsburgh, PA 15232","5848 Elmer St","Pittsburgh","PA",15232,11625501,"https://www.zillow.com/homedetails/5848-Elmer-St-Pittsburgh-PA-15232/11625501_zpid/",TRUE,"SOLD",515000,3,3,NA,40.454575,-79.92799,FALSE,"2020-02-14","TOWNHOUSE",NA,NA,266300
"5516 Maple Heights Rd, Shadyside, PA 15232","5516 Maple Heights Rd","Shadyside","PA",15232,2091694892,"https://www.zillow.com/homedetails/5516-Maple-Heights-Rd-Shadyside-PA-15232/2091694892_zpid/",TRUE,"SOLD",1000000,7,7,3000,40.44786,-79.931564,FALSE,"2020-02-13","SINGLE_FAMILY",1.7,"acres",NA
"5409 Ellsworth Ave, Pittsburgh, PA 15232","5409 Ellsworth Ave","Pittsburgh","PA",15232,11525475,"https://www.zillow.com/homedetails/5409-Ellsworth-Ave-Pittsburgh-PA-15232/11525475_zpid/",TRUE,"SOLD",391850,2,4,1600,40.453117,-79.9364,FALSE,"2020-02-10","TOWNHOUSE",1960.2,"sqft",285200
"5301 Ellsworth Ave, Pittsburgh, PA 15232","5301 Ellsworth Ave","Pittsburgh","PA",15232,11528563,"https://www.zillow.com/homedetails/5301-Ellsworth-Ave-Pittsburgh-PA-15232/11528563_zpid/",TRUE,"SOLD",625000,3,4,3316,40.452656,-79.93774,FALSE,"2020-02-05","SINGLE_FAMILY",0,"sqft",432500
"718 Ivy St, Pittsburgh, PA 15232","718 Ivy St","Pittsburgh","PA",15232,11628754,"https://www.zillow.com/homedetails/718-Ivy-St-Pittsburgh-PA-15232/11628754_zpid/",TRUE,"SOLD",670000,3,4,2150,40.45226,-79.932785,FALSE,"2020-01-31","SINGLE_FAMILY",2500,"sqft",350300
"5707 Walnut St, Pittsburgh, PA 15232","5707 Walnut St","Pittsburgh","PA",15232,11628646,"https://www.zillow.com/homedetails/5707-Walnut-St-Pittsburgh-PA-15232/11628646_zpid/",TRUE,"SOLD",680000,5,4,2800,40.452377,-79.930504,FALSE,"2020-01-14","SINGLE_FAMILY",1981,"sqft",442700
"625 Pitcairn Pl, Pittsburgh, PA 15232","625 Pitcairn Pl","Pittsburgh","PA",15232,11528606,"https://www.zillow.com/homedetails/625-Pitcairn-Pl-Pittsburgh-PA-15232/11528606_zpid/",TRUE,"SOLD",1050000,5,5,4005,40.450993,-79.93919,FALSE,"2020-01-13","SINGLE_FAMILY",7200,"sqft",836000
"5425 Claybourne St, Pittsburgh, PA 15232","5425 Claybourne St","Pittsburgh","PA",15232,11525164,"https://www.zillow.com/homedetails/5425-Claybourne-St-Pittsburgh-PA-15232/11525164_zpid/",TRUE,"SOLD",260000,3,2,1556,40.45542,-79.93717,FALSE,"2019-12-31","SINGLE_FAMILY",3750,"sqft",246400
