"Address","Street","City","State","ZipCode","zpid","url","hasImage","status","soldPrice","beds","baths","area","latitude","longitude","isZillowOwned","soldDate","Type","lotArea","lotAreaUnits","taxAssessedValue"
"5631 5th Ave, Pittsburgh, PA 15232","5631 5th Ave","Pittsburgh","PA",15232,11629129,"https://www.zillow.com/homedetails/5631-5th-Ave-Pittsburgh-PA-15232/11629129_zpid/",TRUE,"SOLD",620000,3,4,3312,40.44994,-79.930145,FALSE,"2021-06-18","TOWNHOUSE",2178,"sqft",401100
"5424 Howe St, Pittsburgh, PA 15232","5424 Howe St","Pittsburgh","PA",15232,11529385,"https://www.zillow.com/homedetails/5424-Howe-St-Pittsburgh-PA-15232/11529385_zpid/",TRUE,"SOLD",372500,5,4,2816,40.449898,-79.9339,FALSE,"2021-06-08","SINGLE_FAMILY",2400,"sqft",190900
"406 Noble St, Pittsburgh, PA 15232","406 Noble St","Pittsburgh","PA",15232,11525322,"https://www.zillow.com/homedetails/406-Noble-St-Pittsburgh-PA-15232/11525322_zpid/",TRUE,"SOLD",381000,2,3,NA,40.45487,-79.9371,FALSE,"2021-06-07","SINGLE_FAMILY",NA,NA,252000
"702 Bellefonte St, Pittsburgh, PA 15232","702 Bellefonte St","Pittsburgh","PA",15232,11528745,"https://www.zillow.com/homedetails/702-Bellefonte-St-Pittsburgh-PA-15232/11528745_zpid/",TRUE,"SOLD",855500,4,4,2956,40.45219,-79.93471,FALSE,"2021-06-07","SINGLE_FAMILY",0,"sqft",550000
"104 N Woodland Rd, Pittsburgh, PA 15232","104 N Woodland Rd","Pittsburgh","PA",15232,11628860,"https://www.zillow.com/homedetails/104-N-Woodland-Rd-Pittsburgh-PA-15232/11628860_zpid/",TRUE,"SOLD",780000,3,3,2020,40.45135,-79.92458,FALSE,"2021-06-07","TOWNHOUSE",0,"sqft",541900
"351 S Aiken Ave, Pittsburgh, PA 15232","351 S Aiken Ave","Pittsburgh","PA",15232,11524931,"https://www.zillow.com/homedetails/351-S-Aiken-Ave-Pittsburgh-PA-15232/11524931_zpid/",TRUE,"SOLD",765000,6,5,4085,40.460003,-79.93761,FALSE,"2021-06-03","SINGLE_FAMILY",749.232,"sqft",463200
"361 Lehigh Ave, Pittsburgh, PA 15232","361 Lehigh Ave","Pittsburgh","PA",15232,11624920,"https://www.zillow.com/homedetails/361-Lehigh-Ave-Pittsburgh-PA-15232/11624920_zpid/",TRUE,"SOLD",499000,4,2,2265,40.455418,-79.92613,FALSE,"2021-06-02","SINGLE_FAMILY",3000,"sqft",234700
"5107 Ellsworth Ave, Pittsburgh, PA 15232","5107 Ellsworth Ave","Pittsburgh","PA",15232,11528637,"https://www.zillow.com/homedetails/5107-Ellsworth-Ave-Pittsburgh-PA-15232/11528637_zpid/",TRUE,"SOLD",871220,6,4,4522,40.45169,-79.94069,FALSE,"2021-06-01","SINGLE_FAMILY",7124,"sqft",636400
"325 S Pacific, Pittsburgh, PA 15232","325 S Pacific","Pittsburgh","PA",15232,2067322159,"https://www.zillow.com/homedetails/325-S-Pacific-Pittsburgh-PA-15232/2067322159_zpid/",TRUE,"SOLD",440000,NA,0,NA,NA,NA,FALSE,"2021-05-28","MULTI_FAMILY",NA,NA,NA
"5824 Alder St, Pittsburgh, PA 15232","5824 Alder St","Pittsburgh","PA",15232,11624781,"https://www.zillow.com/homedetails/5824-Alder-St-Pittsburgh-PA-15232/11624781_zpid/",TRUE,"SOLD",785000,4,4,2198,40.45566,-79.92939,FALSE,"2021-05-28","SINGLE_FAMILY",0,"sqft",220000
