"Address","Street","City","State","ZipCode","zpid","url","hasImage","status","soldPrice","beds","baths","area","latitude","longitude","isZillowOwned","soldDate","Type","lotArea","lotAreaUnits","taxAssessedValue"
"Blackmore St, Pittsburgh, PA 15217","Blackmore St","Pittsburgh","PA",15217,164559424,"https://www.zillow.com/homedetails/Blackmore-St-Pittsburgh-PA-15217/164559424_zpid/",NA,"SOLD",47994,NA,NA,NA,40.416668,-79.91467,FALSE,"2020-07-22","SINGLE_FAMILY",2340,"sqft",1100
"2328-2330 Eldridge St, Pittsburgh, PA 15217","2328-2330 Eldridge St","Pittsburgh","PA",15217,11635424,"https://www.zillow.com/homedetails/2328-2330-Eldridge-St-Pittsburgh-PA-15217/11635424_zpid/",NA,"SOLD",150000,6,2.5,2444,40.430714,-79.92271,FALSE,"2020-07-22","MULTI_FAMILY",3300,"sqft",214100
"6346 Ebdy St, Pittsburgh, PA 15217","6346 Ebdy St","Pittsburgh","PA",15217,11636609,"https://www.zillow.com/homedetails/6346-Ebdy-St-Pittsburgh-PA-15217/11636609_zpid/",TRUE,"SOLD",350000,4,2,1805,40.42436,-79.92244,FALSE,"2020-07-21","SINGLE_FAMILY",2.7098,"sqft",160000
"Flemington St, Pittsburgh, PA 15217","Flemington St","Pittsburgh","PA",15217,164660813,"https://www.zillow.com/homedetails/Flemington-St-Pittsburgh-PA-15217/164660813_zpid/",NA,"SOLD",85000,NA,NA,NA,40.42705,-79.93368,FALSE,"2020-07-20","SINGLE_FAMILY",2250,"sqft",10100
"1204 Malvern Ave, Pittsburgh, PA 15217","1204 Malvern Ave","Pittsburgh","PA",15217,11529781,"https://www.zillow.com/homedetails/1204-Malvern-Ave-Pittsburgh-PA-15217/11529781_zpid/",TRUE,"SOLD",675000,4,4,2469,40.44297,-79.93607,FALSE,"2020-07-20","SINGLE_FAMILY",0,"sqft",345000
"6533 Wilkins Ave, Pittsburgh, PA 15217","6533 Wilkins Ave","Pittsburgh","PA",15217,11630004,"https://www.zillow.com/homedetails/6533-Wilkins-Ave-Pittsburgh-PA-15217/11630004_zpid/",TRUE,"SOLD",395000,5,2,2120,40.444756,-79.91654,FALSE,"2020-07-17","SINGLE_FAMILY",0,"sqft",239500
"6367 Monitor St, Pittsburgh, PA 15217","6367 Monitor St","Pittsburgh","PA",15217,11636525,"https://www.zillow.com/homedetails/6367-Monitor-St-Pittsburgh-PA-15217/11636525_zpid/",TRUE,"SOLD",322000,3,2,1597,40.425404,-79.92124,FALSE,"2020-07-17","SINGLE_FAMILY",3676.464,"sqft",176200
"5604 Fair Oaks St, Pittsburgh, PA 15217","5604 Fair Oaks St","Pittsburgh","PA",15217,11629446,"https://www.zillow.com/homedetails/5604-Fair-Oaks-St-Pittsburgh-PA-15217/11629446_zpid/",TRUE,"SOLD",340500,4,3,1693,40.44556,-79.92803,FALSE,"2020-07-17","SINGLE_FAMILY",0,"sqft",183700
"867 Flemington St, Pittsburgh, PA 15217","867 Flemington St","Pittsburgh","PA",15217,11539952,"https://www.zillow.com/homedetails/867-Flemington-St-Pittsburgh-PA-15217/11539952_zpid/",TRUE,"SOLD",85000,NA,0,NA,40.427013,-79.933754,FALSE,"2020-07-17","TOWNHOUSE",NA,NA,77000
"5863 Phillips Ave, Pittsburgh, PA 15217","5863 Phillips Ave","Pittsburgh","PA",15217,164701378,"https://www.zillow.com/homedetails/5863-Phillips-Ave-Pittsburgh-PA-15217/164701378_zpid/",NA,"SOLD",475000,5,4,NA,40.432518,-79.92035,FALSE,"2020-07-16","SINGLE_FAMILY",2071,"sqft",500
