"Address","Street","City","State","ZipCode","zpid","url","hasImage","status","soldPrice","beds","baths","area","latitude","longitude","isZillowOwned","soldDate","Type","lotArea","lotAreaUnits","taxAssessedValue"
"973 Lilac St, Pittsburgh, PA 15217","973 Lilac St","Pittsburgh","PA",15217,11636281,"https://www.zillow.com/homedetails/973-Lilac-St-Pittsburgh-PA-15217/11636281_zpid/",TRUE,"SOLD",248500,4,2,1400,40.42394,-79.93018,FALSE,"2021-03-01","SINGLE_FAMILY",0,"sqft",111200
"315 Anita Ave, Pittsburgh, PA 15217","315 Anita Ave","Pittsburgh","PA",15217,164522824,"https://www.zillow.com/homedetails/315-Anita-Ave-Pittsburgh-PA-15217/164522824_zpid/",TRUE,"SOLD",950000,6,5,6983,40.423306,-79.91753,FALSE,"2021-03-01","SINGLE_FAMILY",4326,"sqft",581500
"848 Monteiro St, Pittsburgh, PA 15217","848 Monteiro St","Pittsburgh","PA",15217,11539834,"https://www.zillow.com/homedetails/848-Monteiro-St-Pittsburgh-PA-15217/11539834_zpid/",TRUE,"SOLD",241500,3,2,1453,40.42711,-79.934204,FALSE,"2021-02-26","SINGLE_FAMILY",5000.688,"sqft",87000
"4310 Murray Ave, Pittsburgh, PA 15217","4310 Murray Ave","Pittsburgh","PA",15217,11639368,"https://www.zillow.com/homedetails/4310-Murray-Ave-Pittsburgh-PA-15217/11639368_zpid/",TRUE,"SOLD",299900,NA,0,NA,40.421494,-79.92898,FALSE,"2021-02-26","MULTI_FAMILY",NA,NA,147500
"1239 Murdoch Rd, Pittsburgh, PA 15217","1239 Murdoch Rd","Pittsburgh","PA",15217,11629709,"https://www.zillow.com/homedetails/1239-Murdoch-Rd-Pittsburgh-PA-15217/11629709_zpid/",TRUE,"SOLD",400761,3,3,1664,40.444237,-79.93009,FALSE,"2021-02-26","SINGLE_FAMILY",6000,"sqft",266900
"754 Hazelwood Ave, Pittsburgh, PA 15217","754 Hazelwood Ave","Pittsburgh","PA",15217,11639880,"https://www.zillow.com/homedetails/754-Hazelwood-Ave-Pittsburgh-PA-15217/11639880_zpid/",TRUE,"SOLD",170000,4,1,1893,40.41963,-79.93101,FALSE,"2021-02-26","SINGLE_FAMILY",2761.704,"sqft",98800
"1231 Fairstead Ln, Pittsburgh, PA 15217","1231 Fairstead Ln","Pittsburgh","PA",15217,87993567,"https://www.zillow.com/homedetails/1231-Fairstead-Ln-Pittsburgh-PA-15217/87993567_zpid/",TRUE,"SOLD",870000,4,4,3180,40.42181,-79.91356,FALSE,"2021-02-26","SINGLE_FAMILY",7600,"sqft",673000
"931 Mirror St, Pittsburgh, PA 15217","931 Mirror St","Pittsburgh","PA",15217,11635669,"https://www.zillow.com/homedetails/931-Mirror-St-Pittsburgh-PA-15217/11635669_zpid/",TRUE,"SOLD",141144,3,1,875,40.426903,-79.93165,FALSE,"2021-02-24","SINGLE_FAMILY",4143.15,"sqft",111000
"220 Anita Ave, Pittsburgh, PA 15217","220 Anita Ave","Pittsburgh","PA",15217,11289951,"https://www.zillow.com/homedetails/220-Anita-Ave-Pittsburgh-PA-15217/11289951_zpid/",TRUE,"SOLD",454500,3,3,2264,40.424294,-79.91566,FALSE,"2021-02-23","SINGLE_FAMILY",0,"sqft",267600
"3951 Beechwood Blvd, Pittsburgh, PA 15217","3951 Beechwood Blvd","Pittsburgh","PA",15217,11539885,"https://www.zillow.com/homedetails/3951-Beechwood-Blvd-Pittsburgh-PA-15217/11539885_zpid/",TRUE,"SOLD",170000,3,1,972,40.427723,-79.93506,FALSE,"2021-02-11","TOWNHOUSE",0,"sqft",91600
"5433 Bartlett St, Pittsburgh, PA 15217","5433 Bartlett St","Pittsburgh","PA",15217,11631679,"https://www.zillow.com/homedetails/5433-Bartlett-St-Pittsburgh-PA-15217/11631679_zpid/",TRUE,"SOLD",310000,3,1,1799,40.43511,-79.93231,FALSE,"2021-02-10","SINGLE_FAMILY",0,"sqft",206600
"5633 Melvin St, Pittsburgh, PA 15217","5633 Melvin St","Pittsburgh","PA",15217,11635391,"https://www.zillow.com/homedetails/5633-Melvin-St-Pittsburgh-PA-15217/11635391_zpid/",TRUE,"SOLD",370000,3,3,NA,40.430595,-79.926254,FALSE,"2021-02-10","SINGLE_FAMILY",NA,NA,126400
"1336 Beechwood Blvd, Pittsburgh, PA 15217","1336 Beechwood Blvd","Pittsburgh","PA",15217,11629989,"https://www.zillow.com/homedetails/1336-Beechwood-Blvd-Pittsburgh-PA-15217/11629989_zpid/",TRUE,"SOLD",746250,5,4,3840,40.44506,-79.918434,FALSE,"2021-02-10","SINGLE_FAMILY",8000,"sqft",552500
"4318 McCaslin St, Pittsburgh, PA 15217","4318 McCaslin St","Pittsburgh","PA",15217,11545130,"https://www.zillow.com/homedetails/4318-McCaslin-St-Pittsburgh-PA-15217/11545130_zpid/",TRUE,"SOLD",195000,3,1,NA,40.420746,-79.93763,FALSE,"2021-02-05","SINGLE_FAMILY",NA,NA,131500
"1044 Flemington St, Pittsburgh, PA 15217","1044 Flemington St","Pittsburgh","PA",15217,11635630,"https://www.zillow.com/homedetails/1044-Flemington-St-Pittsburgh-PA-15217/11635630_zpid/",NA,"SOLD",10000,3,1,1707,40.42661,-79.92916,FALSE,"2021-02-02","SINGLE_FAMILY",7420,"sqft",150100
"4016 Saline St, Pittsburgh, PA 15217","4016 Saline St","Pittsburgh","PA",15217,11636367,"https://www.zillow.com/homedetails/4016-Saline-St-Pittsburgh-PA-15217/11636367_zpid/",TRUE,"SOLD",301125,3,3,NA,40.424698,-79.926285,FALSE,"2021-02-01","SINGLE_FAMILY",NA,NA,130000
"6332 Burchfield Ave, Pittsburgh, PA 15217","6332 Burchfield Ave","Pittsburgh","PA",15217,11635866,"https://www.zillow.com/homedetails/6332-Burchfield-Ave-Pittsburgh-PA-15217/11635866_zpid/",TRUE,"SOLD",390000,4,2,NA,40.426044,-79.922104,FALSE,"2021-01-29","SINGLE_FAMILY",NA,NA,240000
"6323 Morrowfield Ave, Pittsburgh, PA 15217","6323 Morrowfield Ave","Pittsburgh","PA",15217,11635907,"https://www.zillow.com/homedetails/6323-Morrowfield-Ave-Pittsburgh-PA-15217/11635907_zpid/",TRUE,"SOLD",227500,2,2,1144,40.42769,-79.92177,FALSE,"2021-01-29","SINGLE_FAMILY",0,"sqft",131700
"1532 Shady Ave, Pittsburgh, PA 15217","1532 Shady Ave","Pittsburgh","PA",15217,11630888,"https://www.zillow.com/homedetails/1532-Shady-Ave-Pittsburgh-PA-15217/11630888_zpid/",TRUE,"SOLD",775000,5,2,NA,40.440823,-79.91997,FALSE,"2021-01-29","SINGLE_FAMILY",NA,NA,522000
"5475 Wilkins Ave, Pittsburgh, PA 15217","5475 Wilkins Ave","Pittsburgh","PA",15217,11629352,"https://www.zillow.com/homedetails/5475-Wilkins-Ave-Pittsburgh-PA-15217/11629352_zpid/",TRUE,"SOLD",480000,5,3,2045,40.445698,-79.9308,FALSE,"2021-01-29","SINGLE_FAMILY",0,"sqft",287200
"4251 McCaslin St, Pittsburgh, PA 15217","4251 McCaslin St","Pittsburgh","PA",15217,11544845,"https://www.zillow.com/homedetails/4251-McCaslin-St-Pittsburgh-PA-15217/11544845_zpid/",TRUE,"SOLD",190000,2,3,873,40.42256,-79.93646,FALSE,"2021-01-27","SINGLE_FAMILY",0,"sqft",104900
"624 Worth St, Pittsburgh, PA 15217","624 Worth St","Pittsburgh","PA",15217,11287943,"https://www.zillow.com/homedetails/624-Worth-St-Pittsburgh-PA-15217/11287943_zpid/",TRUE,"SOLD",352000,4,2,NA,40.445896,-79.91318,FALSE,"2021-01-22","SINGLE_FAMILY",NA,NA,263000
"6343 Morrowfield Ave, Pittsburgh, PA 15217","6343 Morrowfield Ave","Pittsburgh","PA",15217,11635913,"https://www.zillow.com/homedetails/6343-Morrowfield-Ave-Pittsburgh-PA-15217/11635913_zpid/",TRUE,"SOLD",300000,4,3,NA,40.42749,-79.9211,FALSE,"2021-01-22","SINGLE_FAMILY",NA,NA,167700
"2320 Eldridge St, Pittsburgh, PA 15217","2320 Eldridge St","Pittsburgh","PA",15217,11634865,"https://www.zillow.com/homedetails/2320-Eldridge-St-Pittsburgh-PA-15217/11634865_zpid/",TRUE,"SOLD",296888,3,2,1148,40.430973,-79.922676,FALSE,"2021-01-22","TOWNHOUSE",1650,"sqft",121000
"5647 Melvin St, Pittsburgh, PA 15217","5647 Melvin St","Pittsburgh","PA",15217,11635396,"https://www.zillow.com/homedetails/5647-Melvin-St-Pittsburgh-PA-15217/11635396_zpid/",TRUE,"SOLD",91542,3,2,1444,40.43063,-79.92577,FALSE,"2021-01-19","SINGLE_FAMILY",4917,"sqft",178600
"5600 Forbes Ave, Pittsburgh, PA 15217","5600 Forbes Ave","Pittsburgh","PA",15217,11631445,"https://www.zillow.com/homedetails/5600-Forbes-Ave-Pittsburgh-PA-15217/11631445_zpid/",TRUE,"SOLD",380000,4,3,3122,40.43784,-79.92751,FALSE,"2021-01-19","SINGLE_FAMILY",3036.132,"sqft",294100
"2506 Beechwood Blvd, Pittsburgh, PA 15217","2506 Beechwood Blvd","Pittsburgh","PA",15217,11289752,"https://www.zillow.com/homedetails/2506-Beechwood-Blvd-Pittsburgh-PA-15217/11289752_zpid/",TRUE,"SOLD",255000,3,3,1344,40.430073,-79.91565,FALSE,"2021-01-15","TOWNHOUSE",2511.25,"sqft",126900
"2335 Tilbury Ave, Pittsburgh, PA 15217","2335 Tilbury Ave","Pittsburgh","PA",15217,11635507,"https://www.zillow.com/homedetails/2335-Tilbury-Ave-Pittsburgh-PA-15217/11635507_zpid/",TRUE,"SOLD",351000,3,2,NA,40.429863,-79.917534,FALSE,"2021-01-15","SINGLE_FAMILY",NA,NA,195000
"1545 Shady Ave, Pittsburgh, PA 15217","1545 Shady Ave","Pittsburgh","PA",15217,11631198,"https://www.zillow.com/homedetails/1545-Shady-Ave-Pittsburgh-PA-15217/11631198_zpid/",TRUE,"SOLD",700000,6,3,3004,40.44054,-79.91915,FALSE,"2021-01-15","SINGLE_FAMILY",4883.076,"sqft",401900
"1013 Mirror St, Pittsburgh, PA 15217","1013 Mirror St","Pittsburgh","PA",15217,11635683,"https://www.zillow.com/homedetails/1013-Mirror-St-Pittsburgh-PA-15217/11635683_zpid/",NA,"SOLD",110000,3,1,1080,40.426743,-79.93038,FALSE,"2021-01-13","SINGLE_FAMILY",2163,"sqft",68800
"6325 Crombie St, Pittsburgh, PA 15217","6325 Crombie St","Pittsburgh","PA",15217,11635061,"https://www.zillow.com/homedetails/6325-Crombie-St-Pittsburgh-PA-15217/11635061_zpid/",TRUE,"SOLD",235000,5,2,2236,40.431202,-79.91689,FALSE,"2021-01-08","SINGLE_FAMILY",2500,"sqft",212100
"1607 Shady Ave, Pittsburgh, PA 15217","1607 Shady Ave","Pittsburgh","PA",15217,11631193,"https://www.zillow.com/homedetails/1607-Shady-Ave-Pittsburgh-PA-15217/11631193_zpid/",TRUE,"SOLD",750000,4,5,2808,40.440025,-79.919174,FALSE,"2021-01-08","SINGLE_FAMILY",0,"sqft",402600
"3314 Shady Avenue Ext, Pittsburgh, PA 15217","3314 Shady Avenue Ext","Pittsburgh","PA",15217,11640140,"https://www.zillow.com/homedetails/3314-Shady-Avenue-Ext-Pittsburgh-PA-15217/11640140_zpid/",NA,"SOLD",438750,3,3,1560,40.41891,-79.92442,FALSE,"2021-01-08","SINGLE_FAMILY",6666,"sqft",180000
"735 Montclair St, Pittsburgh, PA 15217","735 Montclair St","Pittsburgh","PA",15217,11639870,"https://www.zillow.com/homedetails/735-Montclair-St-Pittsburgh-PA-15217/11639870_zpid/",TRUE,"SOLD",215000,3,1,1200,40.42091,-79.93202,FALSE,"2021-01-08","SINGLE_FAMILY",2250,"sqft",102200
"5837 Ferree St, Pittsburgh, PA 15217","5837 Ferree St","Pittsburgh","PA",15217,11630751,"https://www.zillow.com/homedetails/5837-Ferree-St-Pittsburgh-PA-15217/11630751_zpid/",TRUE,"SOLD",636000,4,4,3136,40.441048,-79.92188,FALSE,"2021-01-06","SINGLE_FAMILY",0,"sqft",380000
"4267 McCaslin St, Pittsburgh, PA 15217","4267 McCaslin St","Pittsburgh","PA",15217,11544854,"https://www.zillow.com/homedetails/4267-McCaslin-St-Pittsburgh-PA-15217/11544854_zpid/",TRUE,"SOLD",277500,4,2,1506,40.422096,-79.93658,FALSE,"2020-12-31","SINGLE_FAMILY",0,"sqft",131500
"4276 Glen Lytle Rd, Pittsburgh, PA 15217","4276 Glen Lytle Rd","Pittsburgh","PA",15217,11544629,"https://www.zillow.com/homedetails/4276-Glen-Lytle-Rd-Pittsburgh-PA-15217/11544629_zpid/",TRUE,"SOLD",235000,3,1,NA,40.421993,-79.938354,FALSE,"2020-12-30","SINGLE_FAMILY",NA,NA,109900
"6532 Rosemoor St, Pittsburgh, PA 15217","6532 Rosemoor St","Pittsburgh","PA",15217,11639600,"https://www.zillow.com/homedetails/6532-Rosemoor-St-Pittsburgh-PA-15217/11639600_zpid/",TRUE,"SOLD",275000,2,1,1176,40.42244,-79.92274,FALSE,"2020-12-30","SINGLE_FAMILY",3001.284,"sqft",92000
"761 Melbourne St, Pittsburgh, PA 15217","761 Melbourne St","Pittsburgh","PA",15217,11639247,"https://www.zillow.com/homedetails/761-Melbourne-St-Pittsburgh-PA-15217/11639247_zpid/",TRUE,"SOLD",170000,2,2,1024,40.422314,-79.93156,FALSE,"2020-12-30","SINGLE_FAMILY",0,"sqft",75000
"1215 Parkview Blvd, Pittsburgh, PA 15217","1215 Parkview Blvd","Pittsburgh","PA",15217,87991673,"https://www.zillow.com/homedetails/1215-Parkview-Blvd-Pittsburgh-PA-15217/87991673_zpid/",TRUE,"SOLD",1120000,5,6,4950,40.421722,-79.91278,FALSE,"2020-12-30","SINGLE_FAMILY",0,"sqft",517000
