"Address","Street","City","State","ZipCode","zpid","url","hasImage","status","soldPrice","beds","baths","area","latitude","longitude","isZillowOwned","soldDate","Type","lotArea","lotAreaUnits","taxAssessedValue"
"6522 Deary St, Pittsburgh, PA 15206","6522 Deary St","Pittsburgh","PA",15206,11284798,"https://www.zillow.com/homedetails/6522-Deary-St-Pittsburgh-PA-15206/11284798_zpid/",NA,"SOLD",5000,3,1,1765,40.466526,-79.90529,FALSE,"2020-09-17","SINGLE_FAMILY",2500,"sqft",31100
"6731 Reynolds St, Pittsburgh, PA 15206","6731 Reynolds St","Pittsburgh","PA",15206,11287065,"https://www.zillow.com/homedetails/6731-Reynolds-St-Pittsburgh-PA-15206/11287065_zpid/",TRUE,"SOLD",475000,3,3,1624,40.4507,-79.91435,FALSE,"2020-09-16","SINGLE_FAMILY",0,"sqft",317900
"6533 Jackson St, Pittsburgh, PA 15206","6533 Jackson St","Pittsburgh","PA",15206,11282769,"https://www.zillow.com/homedetails/6533-Jackson-St-Pittsburgh-PA-15206/11282769_zpid/",TRUE,"SOLD",302000,3,2,NA,40.473938,-79.91253,FALSE,"2020-09-16","SINGLE_FAMILY",NA,NA,171900
"7156 Ross Garden Rd, Pittsburgh, PA 15206","7156 Ross Garden Rd","Pittsburgh","PA",15206,11337385,"https://www.zillow.com/homedetails/7156-Ross-Garden-Rd-Pittsburgh-PA-15206/11337385_zpid/",NA,"SOLD",45000,3,1.5,1365,40.471058,-79.89401,FALSE,"2020-09-15","SINGLE_FAMILY",4000,"sqft",52400
"6020 Howe St, Pittsburgh, PA 15206","6020 Howe St","Pittsburgh","PA",15206,11625695,"https://www.zillow.com/homedetails/6020-Howe-St-Pittsburgh-PA-15206/11625695_zpid/",TRUE,"SOLD",542501,2,3,1812,40.45342,-79.92393,FALSE,"2020-09-15","TOWNHOUSE",0,"sqft",305000
"5544 Wellesley Ave, Pittsburgh, PA 15206","5544 Wellesley Ave","Pittsburgh","PA",15206,11620734,"https://www.zillow.com/homedetails/5544-Wellesley-Ave-Pittsburgh-PA-15206/11620734_zpid/",TRUE,"SOLD",560000,5,3,2772,40.47421,-79.92641,FALSE,"2020-09-15","SINGLE_FAMILY",0,"sqft",205000
"1111 Chislett St, Pittsburgh, PA 15206","1111 Chislett St","Pittsburgh","PA",15206,11619762,"https://www.zillow.com/homedetails/1111-Chislett-St-Pittsburgh-PA-15206/11619762_zpid/",TRUE,"SOLD",224500,3,2,1248,40.47749,-79.92962,FALSE,"2020-09-14","SINGLE_FAMILY",0,"sqft",99400
"722 N Euclid, Highland Park, PA 15206","722 N Euclid","Highland Park","PA",15206,2128649124,"https://www.zillow.com/homedetails/722-N-Euclid-Highland-Park-PA-15206/2128649124_zpid/",TRUE,"SOLD",599000,4,4,2112,40.469414,-79.92331,FALSE,"2020-09-11","SINGLE_FAMILY",2748,"sqft",NA
"722 N Euclid Ave, Pittsburgh, PA 15206","722 N Euclid Ave","Pittsburgh","PA",15206,104362391,"https://www.zillow.com/homedetails/722-N-Euclid-Ave-Pittsburgh-PA-15206/104362391_zpid/",TRUE,"SOLD",599000,4,4,2112,40.469414,-79.92331,FALSE,"2020-09-11","SINGLE_FAMILY",2750,"sqft",384500
"5819 Elgin St, Pittsburgh, PA 15206","5819 Elgin St","Pittsburgh","PA",15206,11620574,"https://www.zillow.com/homedetails/5819-Elgin-St-Pittsburgh-PA-15206/11620574_zpid/",TRUE,"SOLD",343500,NA,0,NA,40.476772,-79.919464,FALSE,"2020-09-11","MULTI_FAMILY",NA,NA,1e+05
"5449 Kincaid St, Pittsburgh, PA 15206","5449 Kincaid St","Pittsburgh","PA",15206,11520451,"https://www.zillow.com/homedetails/5449-Kincaid-St-Pittsburgh-PA-15206/11520451_zpid/",TRUE,"SOLD",100000,4,2,2099,40.46617,-79.93309,FALSE,"2020-09-10","SINGLE_FAMILY",2618,"sqft",30000
"5456 Upsal Pl, Pittsburgh, PA 15206","5456 Upsal Pl","Pittsburgh","PA",15206,11521023,"https://www.zillow.com/homedetails/5456-Upsal-Pl-Pittsburgh-PA-15206/11521023_zpid/",TRUE,"SOLD",389200,3,3,1825,40.46317,-79.93498,FALSE,"2020-09-08","SINGLE_FAMILY",4140,"sqft",161200
"1158 Jancey St, Pittsburgh, PA 15206","1158 Jancey St","Pittsburgh","PA",15206,11619730,"https://www.zillow.com/homedetails/1158-Jancey-St-Pittsburgh-PA-15206/11619730_zpid/",TRUE,"SOLD",450000,5,3,NA,40.478867,-79.92962,FALSE,"2020-09-08","SINGLE_FAMILY",NA,NA,205500
"5710 Callowhill St, Pittsburgh, PA 15206","5710 Callowhill St","Pittsburgh","PA",15206,11619909,"https://www.zillow.com/homedetails/5710-Callowhill-St-Pittsburgh-PA-15206/11619909_zpid/",TRUE,"SOLD",663000,5,3,3353,40.47755,-79.92045,FALSE,"2020-09-08","SINGLE_FAMILY",0,"sqft",389200
"322 N Euclid Ave, Pittsburgh, PA 15206","322 N Euclid Ave","Pittsburgh","PA",15206,11623329,"https://www.zillow.com/homedetails/322-N-Euclid-Ave-Pittsburgh-PA-15206/11623329_zpid/",NA,"SOLD",42000,3,1,2350,40.465218,-79.92593,FALSE,"2020-09-04","SINGLE_FAMILY",2500,"sqft",65300
"1602 Broadhead St, Pittsburgh, PA 15206","1602 Broadhead St","Pittsburgh","PA",15206,11337771,"https://www.zillow.com/homedetails/1602-Broadhead-St-Pittsburgh-PA-15206/11337771_zpid/",TRUE,"SOLD",10000,2,1,1040,40.468735,-79.89169,FALSE,"2020-09-02","SINGLE_FAMILY",165,"sqft",20400
"6640 Marietta St, Pittsburgh, PA 15206","6640 Marietta St","Pittsburgh","PA",15206,11277897,"https://www.zillow.com/homedetails/6640-Marietta-St-Pittsburgh-PA-15206/11277897_zpid/",TRUE,"SOLD",23000,5,1,NA,40.488625,-79.92847,FALSE,"2020-09-02","SINGLE_FAMILY",NA,NA,15000
"7216 Witherspoon St, Pittsburgh, PA 15206","7216 Witherspoon St","Pittsburgh","PA",15206,11278092,"https://www.zillow.com/homedetails/7216-Witherspoon-St-Pittsburgh-PA-15206/11278092_zpid/",TRUE,"SOLD",265000,3,2,1188,40.487045,-79.922844,FALSE,"2020-09-01","SINGLE_FAMILY",2400.156,"sqft",74300
"639 Gettysburg St, Pittsburgh, PA 15206","639 Gettysburg St","Pittsburgh","PA",15206,11629569,"https://www.zillow.com/homedetails/639-Gettysburg-St-Pittsburgh-PA-15206/11629569_zpid/",TRUE,"SOLD",350000,3,2.5,1728,40.44764,-79.917,FALSE,"2020-09-01","TOWNHOUSE",2134,"sqft",249000
"1373 N Sheridan Ave, Pittsburgh, PA 15206","1373 N Sheridan Ave","Pittsburgh","PA",15206,11282595,"https://www.zillow.com/homedetails/1373-N-Sheridan-Ave-Pittsburgh-PA-15206/11282595_zpid/",TRUE,"SOLD",380000,3,1,1700,40.477623,-79.91496,FALSE,"2020-08-31","SINGLE_FAMILY",4160,"sqft",203200
"1846 Morningside Ave, Pittsburgh, PA 15206","1846 Morningside Ave","Pittsburgh","PA",15206,11277949,"https://www.zillow.com/homedetails/1846-Morningside-Ave-Pittsburgh-PA-15206/11277949_zpid/",TRUE,"SOLD",219900,3,2,1448,40.487328,-79.9259,FALSE,"2020-08-31","SINGLE_FAMILY",0,"sqft",98400
"5824 Bryant St, Pittsburgh, PA 15206","5824 Bryant St","Pittsburgh","PA",15206,11620497,"https://www.zillow.com/homedetails/5824-Bryant-St-Pittsburgh-PA-15206/11620497_zpid/",TRUE,"SOLD",200000,2,1,1100,40.475636,-79.920006,FALSE,"2020-08-31","TOWNHOUSE",0,"sqft",36000
"1634 Jancey St, Pittsburgh, PA 15206","1634 Jancey St","Pittsburgh","PA",15206,11278757,"https://www.zillow.com/homedetails/1634-Jancey-St-Pittsburgh-PA-15206/11278757_zpid/",TRUE,"SOLD",280000,3,2,1256,40.483456,-79.92815,FALSE,"2020-08-28","SINGLE_FAMILY",0,"sqft",115400
"1247 Larimer Ave, Pittsburgh, PA 15206","1247 Larimer Ave","Pittsburgh","PA",15206,11284203,"https://www.zillow.com/homedetails/1247-Larimer-Ave-Pittsburgh-PA-15206/11284203_zpid/",TRUE,"SOLD",200000,3,2,NA,40.46995,-79.90564,FALSE,"2020-08-28","SINGLE_FAMILY",NA,NA,65900
"822 Mellon St, Pittsburgh, PA 15206","822 Mellon St","Pittsburgh","PA",15206,11622418,"https://www.zillow.com/homedetails/822-Mellon-St-Pittsburgh-PA-15206/11622418_zpid/",TRUE,"SOLD",507500,5,4,2700,40.47165,-79.92428,FALSE,"2020-08-28","SINGLE_FAMILY",3741.804,"sqft",311000
"1433 Morningside Ave, Pittsburgh, PA 15206","1433 Morningside Ave","Pittsburgh","PA",15206,11278679,"https://www.zillow.com/homedetails/1433-Morningside-Ave-Pittsburgh-PA-15206/11278679_zpid/",NA,"SOLD",240000,3,2,1256,40.482277,-79.930115,FALSE,"2020-08-28","SINGLE_FAMILY",2700,"sqft",102700
"1832 Morningside Ave, Pittsburgh, PA 15206","1832 Morningside Ave","Pittsburgh","PA",15206,11277943,"https://www.zillow.com/homedetails/1832-Morningside-Ave-Pittsburgh-PA-15206/11277943_zpid/",TRUE,"SOLD",320000,NA,0,NA,40.48705,-79.92616,FALSE,"2020-08-27","MULTI_FAMILY",NA,NA,180000
"627 Lenora St, Pittsburgh, PA 15206","627 Lenora St","Pittsburgh","PA",15206,11284294,"https://www.zillow.com/homedetails/627-Lenora-St-Pittsburgh-PA-15206/11284294_zpid/",TRUE,"SOLD",130000,3,1,1000,40.467804,-79.91205,FALSE,"2020-08-27","SINGLE_FAMILY",2400,"sqft",34800
