"Address","Street","City","State","ZipCode","zpid","url","hasImage","status","soldPrice","beds","baths","area","latitude","longitude","isZillowOwned","soldDate","Type","lotArea","lotAreaUnits","taxAssessedValue"
"2471 Mount Royal Rd, Pittsburgh, PA 15217","2471 Mount Royal Rd","Pittsburgh","PA",15217,11289869,"https://www.zillow.com/homedetails/2471-Mount-Royal-Rd-Pittsburgh-PA-15217/11289869_zpid/",TRUE,"SOLD",604000,3,3,2102,40.427372,-79.91162,FALSE,"2020-10-21","SINGLE_FAMILY",0.255280073461892,"acres",430200
"731 McCaslin St, Pittsburgh, PA 15217","731 McCaslin St","Pittsburgh","PA",15217,11540399,"https://www.zillow.com/homedetails/731-McCaslin-St-Pittsburgh-PA-15217/11540399_zpid/",TRUE,"SOLD",281000,4,2,1778,40.425213,-79.93633,FALSE,"2020-10-20","SINGLE_FAMILY",2500,"sqft",130900
"1414 Severn St, Pittsburgh, PA 15217","1414 Severn St","Pittsburgh","PA",15217,11630025,"https://www.zillow.com/homedetails/1414-Severn-St-Pittsburgh-PA-15217/11630025_zpid/",TRUE,"SOLD",245000,3,2,NA,40.443993,-79.91675,FALSE,"2020-10-20","TOWNHOUSE",NA,NA,141000
"5436 Hobart St, Pittsburgh, PA 15217","5436 Hobart St","Pittsburgh","PA",15217,11634685,"https://www.zillow.com/homedetails/5436-Hobart-St-Pittsburgh-PA-15217/11634685_zpid/",TRUE,"SOLD",320500,5,4,2295,40.431942,-79.931274,FALSE,"2020-10-20","SINGLE_FAMILY",0,"sqft",215000
"2006 Beechwood Blvd, Pittsburgh, PA 15217","2006 Beechwood Blvd","Pittsburgh","PA",15217,11289500,"https://www.zillow.com/homedetails/2006-Beechwood-Blvd-Pittsburgh-PA-15217/11289500_zpid/",TRUE,"SOLD",820000,4,5,4244,40.43643,-79.9093,FALSE,"2020-10-16","SINGLE_FAMILY",3776,"sqft",425900
"851 Lilac St, Pittsburgh, PA 15217","851 Lilac St","Pittsburgh","PA",15217,11540459,"https://www.zillow.com/homedetails/851-Lilac-St-Pittsburgh-PA-15217/11540459_zpid/",TRUE,"SOLD",181500,3,1,1092,40.425133,-79.933685,FALSE,"2020-10-15","SINGLE_FAMILY",2178,"sqft",97000
"1240 Fairstead Ln, Pittsburgh, PA 15217","1240 Fairstead Ln","Pittsburgh","PA",15217,87988954,"https://www.zillow.com/homedetails/1240-Fairstead-Ln-Pittsburgh-PA-15217/87988954_zpid/",NA,"SOLD",351000,3,3,3406,40.421303,-79.91372,FALSE,"2020-10-14","SINGLE_FAMILY",4629,"sqft",505000
"713 Montclair St, Pittsburgh, PA 15217","713 Montclair St","Pittsburgh","PA",15217,11545230,"https://www.zillow.com/homedetails/713-Montclair-St-Pittsburgh-PA-15217/11545230_zpid/",TRUE,"SOLD",222500,NA,0,NA,40.420837,-79.93287,FALSE,"2020-10-09","MULTI_FAMILY",NA,NA,74000
"2425 Beechwood Blvd, Pittsburgh, PA 15217","2425 Beechwood Blvd","Pittsburgh","PA",15217,11289691,"https://www.zillow.com/homedetails/2425-Beechwood-Blvd-Pittsburgh-PA-15217/11289691_zpid/",TRUE,"SOLD",400000,NA,0,NA,40.4318,-79.91478,FALSE,"2020-10-09","MULTI_FAMILY",NA,NA,242300
"3127 Beechwood Blvd, Pittsburgh, PA 15217","3127 Beechwood Blvd","Pittsburgh","PA",15217,11640113,"https://www.zillow.com/homedetails/3127-Beechwood-Blvd-Pittsburgh-PA-15217/11640113_zpid/",TRUE,"SOLD",189000,3,1,1176,40.420364,-79.922356,FALSE,"2020-10-08","SINGLE_FAMILY",3196.6,"sqft",123000
