"Address","Street","City","State","ZipCode","zpid","url","hasImage","status","soldPrice","beds","baths","area","latitude","longitude","isZillowOwned","soldDate","Type","lotArea","lotAreaUnits","taxAssessedValue"
"8326 Bricelyn St, Pittsburgh, PA 15221","8326 Bricelyn St","Pittsburgh","PA",15221,11377701,"https://www.zillow.com/homedetails/8326-Bricelyn-St-Pittsburgh-PA-15221/11377701_zpid/",TRUE,"SOLD",95000,NA,0,NA,40.45517,-79.87812,FALSE,"2021-09-30","MULTI_FAMILY",NA,NA,25600
"500 Bevington Rd, Pittsburgh, PA 15221","500 Bevington Rd","Pittsburgh","PA",15221,11420707,"https://www.zillow.com/homedetails/500-Bevington-Rd-Pittsburgh-PA-15221/11420707_zpid/",TRUE,"SOLD",215800,3,3,1700,40.423145,-79.86465,FALSE,"2021-09-30","SINGLE_FAMILY",9456.876,"sqft",146700
"2173 Lindsay Rd, Pittsburgh, PA 15221","2173 Lindsay Rd","Pittsburgh","PA",15221,11417587,"https://www.zillow.com/homedetails/2173-Lindsay-Rd-Pittsburgh-PA-15221/11417587_zpid/",TRUE,"SOLD",67500,2,2,NA,40.447853,-79.85857,FALSE,"2021-09-30","SINGLE_FAMILY",NA,NA,53800
"943 Lilly Ln, Pittsburgh, PA 15221","943 Lilly Ln","Pittsburgh","PA",15221,11455474,"https://www.zillow.com/homedetails/943-Lilly-Ln-Pittsburgh-PA-15221/11455474_zpid/",TRUE,"SOLD",156500,3,1,NA,40.42581,-79.839386,FALSE,"2021-09-30","SINGLE_FAMILY",NA,NA,106600
"531 S Trenton Ave, Pittsburgh, PA 15221","531 S Trenton Ave","Pittsburgh","PA",15221,11342259,"https://www.zillow.com/homedetails/531-S-Trenton-Ave-Pittsburgh-PA-15221/11342259_zpid/",TRUE,"SOLD",375000,4,2,NA,40.44032,-79.89205,FALSE,"2021-09-29","SINGLE_FAMILY",NA,NA,257800
"311 Barclay Ave, Pittsburgh, PA 15221","311 Barclay Ave","Pittsburgh","PA",15221,11454980,"https://www.zillow.com/homedetails/311-Barclay-Ave-Pittsburgh-PA-15221/11454980_zpid/",TRUE,"SOLD",254000,3,2,1259,40.427612,-79.84723,FALSE,"2021-09-29","SINGLE_FAMILY",5998.212,"sqft",97000
"403 Woodside Rd, Pittsburgh, PA 15221","403 Woodside Rd","Pittsburgh","PA",15221,11418947,"https://www.zillow.com/homedetails/403-Woodside-Rd-Pittsburgh-PA-15221/11418947_zpid/",TRUE,"SOLD",311760,4,4,2130,40.43291,-79.8593,FALSE,"2021-09-28","SINGLE_FAMILY",8590.032,"sqft",136300
"390 Park Ave, Pittsburgh, PA 15221","390 Park Ave","Pittsburgh","PA",15221,11383598,"https://www.zillow.com/homedetails/390-Park-Ave-Pittsburgh-PA-15221/11383598_zpid/",TRUE,"SOLD",140000,4,3,NA,40.41686,-79.86678,FALSE,"2021-09-24","SINGLE_FAMILY",NA,NA,86600
"991 Illinois Ave, Pittsburgh, PA 15221","991 Illinois Ave","Pittsburgh","PA",15221,11382926,"https://www.zillow.com/homedetails/991-Illinois-Ave-Pittsburgh-PA-15221/11382926_zpid/",TRUE,"SOLD",145500,3,2,858,40.42237,-79.87138,FALSE,"2021-09-23","SINGLE_FAMILY",7500,"sqft",58200
"955 Illinois Ave, Pittsburgh, PA 15221","955 Illinois Ave","Pittsburgh","PA",15221,11383243,"https://www.zillow.com/homedetails/955-Illinois-Ave-Pittsburgh-PA-15221/11383243_zpid/",TRUE,"SOLD",179900,3,1,1242,40.419952,-79.87034,FALSE,"2021-09-21","SINGLE_FAMILY",7501.032,"sqft",83700
