"Address","Street","City","State","ZipCode","zpid","url","hasImage","status","soldPrice","beds","baths","area","latitude","longitude","isZillowOwned","soldDate","Type","lotArea","lotAreaUnits","taxAssessedValue"
"1030 Welfer St, Pittsburgh, PA 15217","1030 Welfer St","Pittsburgh","PA",15217,11636171,"https://www.zillow.com/homedetails/1030-Welfer-St-Pittsburgh-PA-15217/11636171_zpid/",TRUE,"SOLD",225000,3,1,1380,40.4254,-79.93038,FALSE,"2021-06-29","SINGLE_FAMILY",3079.692,"sqft",80000
"6342 Alderson St, Pittsburgh, PA 15217","6342 Alderson St","Pittsburgh","PA",15217,11635924,"https://www.zillow.com/homedetails/6342-Alderson-St-Pittsburgh-PA-15217/11635924_zpid/",TRUE,"SOLD",475000,3,2,1996,40.42777,-79.92068,FALSE,"2021-06-28","SINGLE_FAMILY",4125.132,"sqft",185000
"3959 Boulevard Dr, Pittsburgh, PA 15217","3959 Boulevard Dr","Pittsburgh","PA",15217,11539848,"https://www.zillow.com/homedetails/3959-Boulevard-Dr-Pittsburgh-PA-15217/11539848_zpid/",TRUE,"SOLD",255000,3,2,NA,40.42728,-79.93515,FALSE,"2021-06-25","SINGLE_FAMILY",NA,NA,133800
"3301 Shady Avenue Ext, Pittsburgh, PA 15217","3301 Shady Avenue Ext","Pittsburgh","PA",15217,11640158,"https://www.zillow.com/homedetails/3301-Shady-Avenue-Ext-Pittsburgh-PA-15217/11640158_zpid/",TRUE,"SOLD",321250,3,1,NA,40.419174,-79.92354,FALSE,"2021-06-25","SINGLE_FAMILY",NA,NA,160000
"1436 Inverness Ave, Pittsburgh, PA 15217","1436 Inverness Ave","Pittsburgh","PA",15217,11630526,"https://www.zillow.com/homedetails/1436-Inverness-Ave-Pittsburgh-PA-15217/11630526_zpid/",TRUE,"SOLD",1165244,5,4,4063,40.44094,-79.93079,FALSE,"2021-06-24","SINGLE_FAMILY",10497.96,"sqft",595400
"6648 Beacon St, Pittsburgh, PA 15217","6648 Beacon St","Pittsburgh","PA",15217,11289421,"https://www.zillow.com/homedetails/6648-Beacon-St-Pittsburgh-PA-15217/11289421_zpid/",TRUE,"SOLD",725000,3,4,2311,40.436012,-79.913345,FALSE,"2021-06-23","SINGLE_FAMILY",6364.1935,"sqft",288200
"5381 Northumberland St, Pittsburgh, PA 15217","5381 Northumberland St","Pittsburgh","PA",15217,11534036,"https://www.zillow.com/homedetails/5381-Northumberland-St-Pittsburgh-PA-15217/11534036_zpid/",TRUE,"SOLD",866000,5,4,3693,40.4392,-79.93485,FALSE,"2021-06-23","SINGLE_FAMILY",0,"sqft",531600
"6433 Monitor St, Pittsburgh, PA 15217","6433 Monitor St","Pittsburgh","PA",15217,11636754,"https://www.zillow.com/homedetails/6433-Monitor-St-Pittsburgh-PA-15217/11636754_zpid/",TRUE,"SOLD",900000,6,4,3000,40.425236,-79.91862,FALSE,"2021-06-18","SINGLE_FAMILY",10650,"sqft",603400
"872 Mirror St, Pittsburgh, PA 15217","872 Mirror St","Pittsburgh","PA",15217,11539928,"https://www.zillow.com/homedetails/872-Mirror-St-Pittsburgh-PA-15217/11539928_zpid/",TRUE,"SOLD",190000,3,1,828,40.42607,-79.93308,FALSE,"2021-06-18","SINGLE_FAMILY",2922.876,"sqft",89000
"1229 Murdoch Rd, Pittsburgh, PA 15217","1229 Murdoch Rd","Pittsburgh","PA",15217,11629706,"https://www.zillow.com/homedetails/1229-Murdoch-Rd-Pittsburgh-PA-15217/11629706_zpid/",TRUE,"SOLD",495000,NA,0,NA,40.444656,-79.93023,FALSE,"2021-06-15","MULTI_FAMILY",NA,NA,241000
"5712 Solway St, Pittsburgh, PA 15217","5712 Solway St","Pittsburgh","PA",15217,11630669,"https://www.zillow.com/homedetails/5712-Solway-St-Pittsburgh-PA-15217/11630669_zpid/",TRUE,"SOLD",411000,4,2,2200,40.44272,-79.92525,FALSE,"2021-06-15","TOWNHOUSE",222.156,"sqft",183100
"5859 Phillips Ave, Pittsburgh, PA 15217","5859 Phillips Ave","Pittsburgh","PA",15217,11634951,"https://www.zillow.com/homedetails/5859-Phillips-Ave-Pittsburgh-PA-15217/11634951_zpid/",TRUE,"SOLD",750000,5,5,3400,40.432514,-79.920586,FALSE,"2021-06-15","SINGLE_FAMILY",4286.304,"sqft",538800
"761 Greenfield Ave, Pittsburgh, PA 15217","761 Greenfield Ave","Pittsburgh","PA",15217,11540390,"https://www.zillow.com/homedetails/761-Greenfield-Ave-Pittsburgh-PA-15217/11540390_zpid/",TRUE,"SOLD",280000,3,1,1344,40.424557,-79.93622,FALSE,"2021-06-11","SINGLE_FAMILY",5549.544,"sqft",124300
"4311 Ludwick St, Pittsburgh, PA 15217","4311 Ludwick St","Pittsburgh","PA",15217,11640024,"https://www.zillow.com/homedetails/4311-Ludwick-St-Pittsburgh-PA-15217/11640024_zpid/",TRUE,"SOLD",199000,3,1,NA,40.420647,-79.92474,FALSE,"2021-06-11","SINGLE_FAMILY",NA,NA,117800
"4111 Saline St, Pittsburgh, PA 15217","4111 Saline St","Pittsburgh","PA",15217,11636415,"https://www.zillow.com/homedetails/4111-Saline-St-Pittsburgh-PA-15217/11636415_zpid/",TRUE,"SOLD",285000,3,2,NA,40.42423,-79.92577,FALSE,"2021-06-09","SINGLE_FAMILY",NA,NA,171700
"5842 Darlington Rd, Pittsburgh, PA 15217","5842 Darlington Rd","Pittsburgh","PA",15217,11631488,"https://www.zillow.com/homedetails/5842-Darlington-Rd-Pittsburgh-PA-15217/11631488_zpid/",TRUE,"SOLD",700000,5,4,NA,40.436764,-79.92129,FALSE,"2021-06-08","SINGLE_FAMILY",NA,NA,307200
