"Address","Street","City","State","ZipCode","zpid","url","hasImage","status","soldPrice","beds","baths","area","latitude","longitude","isZillowOwned","soldDate","Type","lotArea","lotAreaUnits","taxAssessedValue"
"1830 Monroe St, Swissvale, PA 15218","1830 Monroe St","Swissvale","PA",15218,2119379970,"https://www.zillow.com/homedetails/1830-Monroe-St-Swissvale-PA-15218/2119379970_zpid/",TRUE,"SOLD",81000,NA,0,NA,40.421432,-79.89203,FALSE,"2020-09-25","MULTI_FAMILY",NA,NA,NA
"109 Race St, Pittsburgh, PA 15218","109 Race St","Pittsburgh","PA",15218,11343372,"https://www.zillow.com/homedetails/109-Race-St-Pittsburgh-PA-15218/11343372_zpid/",TRUE,"SOLD",243800,4,2,1624,40.433537,-79.88588,FALSE,"2020-09-23","SINGLE_FAMILY",3300,"sqft",142300
"1336 Pocono St, Pittsburgh, PA 15218","1336 Pocono St","Pittsburgh","PA",15218,11290461,"https://www.zillow.com/homedetails/1336-Pocono-St-Pittsburgh-PA-15218/11290461_zpid/",TRUE,"SOLD",270850,3,2,1144,40.41864,-79.900955,FALSE,"2020-09-21","SINGLE_FAMILY",0,"sqft",175800
"1201 Savannah Ave, Pittsburgh, PA 15218","1201 Savannah Ave","Pittsburgh","PA",15218,11343751,"https://www.zillow.com/homedetails/1201-Savannah-Ave-Pittsburgh-PA-15218/11343751_zpid/",TRUE,"SOLD",399900,3,2,1690,40.432774,-79.89108,FALSE,"2020-09-18","SINGLE_FAMILY",0,"sqft",250000
"2208 Woodstock Ave, Pittsburgh, PA 15218","2208 Woodstock Ave","Pittsburgh","PA",15218,11345861,"https://www.zillow.com/homedetails/2208-Woodstock-Ave-Pittsburgh-PA-15218/11345861_zpid/",TRUE,"SOLD",85000,NA,0,NA,40.4192,-79.88493,FALSE,"2020-09-18","MULTI_FAMILY",NA,NA,46500
"7506 Calumet St, Pittsburgh, PA 15218","7506 Calumet St","Pittsburgh","PA",15218,11346145,"https://www.zillow.com/homedetails/7506-Calumet-St-Pittsburgh-PA-15218/11346145_zpid/",TRUE,"SOLD",27000,4,1,1380,40.417847,-79.88392,FALSE,"2020-09-15","SINGLE_FAMILY",0,"sqft",14400
"520 Locust St, Pittsburgh, PA 15218","520 Locust St","Pittsburgh","PA",15218,11381573,"https://www.zillow.com/homedetails/520-Locust-St-Pittsburgh-PA-15218/11381573_zpid/",TRUE,"SOLD",266849,3,2,NA,40.431046,-79.87474,FALSE,"2020-09-15","SINGLE_FAMILY",NA,NA,168800
"8015 Westmoreland Ave, Pittsburgh, PA 15218","8015 Westmoreland Ave","Pittsburgh","PA",15218,11381959,"https://www.zillow.com/homedetails/8015-Westmoreland-Ave-Pittsburgh-PA-15218/11381959_zpid/",TRUE,"SOLD",195000,3,2,1218,40.426777,-79.88126,FALSE,"2020-09-11","SINGLE_FAMILY",0,"sqft",109500
"7320 Trevanion Ave, Pittsburgh, PA 15218","7320 Trevanion Ave","Pittsburgh","PA",15218,11344264,"https://www.zillow.com/homedetails/7320-Trevanion-Ave-Pittsburgh-PA-15218/11344264_zpid/",TRUE,"SOLD",213000,3,2,NA,40.427784,-79.89643,FALSE,"2020-09-11","SINGLE_FAMILY",NA,NA,127000
"7537 Roslyn St, Pittsburgh, PA 15218","7537 Roslyn St","Pittsburgh","PA",15218,11345844,"https://www.zillow.com/homedetails/7537-Roslyn-St-Pittsburgh-PA-15218/11345844_zpid/",TRUE,"SOLD",32000,6,1,2480,40.420063,-79.8851,FALSE,"2020-09-10","SINGLE_FAMILY",2750,"sqft",39900
"7137 Harrison Ave, Pittsburgh, PA 15218","7137 Harrison Ave","Pittsburgh","PA",15218,11345007,"https://www.zillow.com/homedetails/7137-Harrison-Ave-Pittsburgh-PA-15218/11345007_zpid/",TRUE,"SOLD",52000,2,1,NA,40.422665,-79.89659,FALSE,"2020-09-10","SINGLE_FAMILY",NA,NA,34100
"13 Krist Glen Dr, Pittsburgh, PA 15218","13 Krist Glen Dr","Pittsburgh","PA",15218,11382974,"https://www.zillow.com/homedetails/13-Krist-Glen-Dr-Pittsburgh-PA-15218/11382974_zpid/",TRUE,"SOLD",118000,2,1,NA,40.421234,-79.87413,FALSE,"2020-09-08","TOWNHOUSE",NA,NA,55000
"1614 Miriam St, Pittsburgh, PA 15218","1614 Miriam St","Pittsburgh","PA",15218,11344314,"https://www.zillow.com/homedetails/1614-Miriam-St-Pittsburgh-PA-15218/11344314_zpid/",NA,"SOLD",94500,3,1.5,1142,40.42613,-79.89071,FALSE,"2020-09-03","SINGLE_FAMILY",3681,"sqft",46000
"100 Jeremias St, Pittsburgh, PA 15218","100 Jeremias St","Pittsburgh","PA",15218,11382972,"https://www.zillow.com/homedetails/100-Jeremias-St-Pittsburgh-PA-15218/11382972_zpid/",TRUE,"SOLD",40000,4,4,1941,40.421707,-79.874306,FALSE,"2020-09-03","SINGLE_FAMILY",0.54,"acres",84500
"7816 Saint Lawrence Ave, Pittsburgh, PA 15218","7816 Saint Lawrence Ave","Pittsburgh","PA",15218,11382242,"https://www.zillow.com/homedetails/7816-Saint-Lawrence-Ave-Pittsburgh-PA-15218/11382242_zpid/",NA,"SOLD",70000,3,2,1632,40.423843,-79.88084,FALSE,"2020-09-02","SINGLE_FAMILY",2700,"sqft",44800
"206 Whipple St, Pittsburgh, PA 15218","206 Whipple St","Pittsburgh","PA",15218,11290082,"https://www.zillow.com/homedetails/206-Whipple-St-Pittsburgh-PA-15218/11290082_zpid/",TRUE,"SOLD",140000,3,1,2646,40.421448,-79.90005,FALSE,"2020-09-01","MULTI_FAMILY",7200,"sqft",177500
"7617 Roslyn St, Pittsburgh, PA 15218","7617 Roslyn St","Pittsburgh","PA",15218,11345364,"https://www.zillow.com/homedetails/7617-Roslyn-St-Pittsburgh-PA-15218/11345364_zpid/",TRUE,"SOLD",112000,3,1,1240,40.421425,-79.88364,FALSE,"2020-08-31","SINGLE_FAMILY",0,"sqft",41900
"210 Homestead St, Pittsburgh, PA 15218","210 Homestead St","Pittsburgh","PA",15218,11345530,"https://www.zillow.com/homedetails/210-Homestead-St-Pittsburgh-PA-15218/11345530_zpid/",TRUE,"SOLD",249000,3,2,NA,40.42102,-79.89904,FALSE,"2020-08-28","SINGLE_FAMILY",NA,NA,86000
"2225 Lehigh St, Pittsburgh, PA 15218","2225 Lehigh St","Pittsburgh","PA",15218,11382023,"https://www.zillow.com/homedetails/2225-Lehigh-St-Pittsburgh-PA-15218/11382023_zpid/",TRUE,"SOLD",199000,3,2,1240,40.42785,-79.87754,FALSE,"2020-08-28","SINGLE_FAMILY",2646,"sqft",74800
"1021 Lancaster Ave, Pittsburgh, PA 15218","1021 Lancaster Ave","Pittsburgh","PA",15218,11343518,"https://www.zillow.com/homedetails/1021-Lancaster-Ave-Pittsburgh-PA-15218/11343518_zpid/",TRUE,"SOLD",725000,4,4,2390,40.432045,-79.89823,FALSE,"2020-08-27","SINGLE_FAMILY",5998,"sqft",503000
"7633 Highland Ave, Pittsburgh, PA 15218","7633 Highland Ave","Pittsburgh","PA",15218,11383183,"https://www.zillow.com/homedetails/7633-Highland-Ave-Pittsburgh-PA-15218/11383183_zpid/",TRUE,"SOLD",87000,4,2,1394,40.41919,-79.879745,FALSE,"2020-08-26","SINGLE_FAMILY",4950,"sqft",48000
"7118 Schoyer Ave, Pittsburgh, PA 15218","7118 Schoyer Ave","Pittsburgh","PA",15218,11345071,"https://www.zillow.com/homedetails/7118-Schoyer-Ave-Pittsburgh-PA-15218/11345071_zpid/",TRUE,"SOLD",223500,3,1,1812,40.421436,-79.89624,FALSE,"2020-08-25","SINGLE_FAMILY",0,"sqft",119800
"2223 Delaware Ave, Pittsburgh, PA 15218","2223 Delaware Ave","Pittsburgh","PA",15218,11382223,"https://www.zillow.com/homedetails/2223-Delaware-Ave-Pittsburgh-PA-15218/11382223_zpid/",TRUE,"SOLD",150000,3,1,NA,40.423885,-79.87951,FALSE,"2020-08-25","SINGLE_FAMILY",NA,NA,70000
"69 Lilmont Dr, Pittsburgh, PA 15218","69 Lilmont Dr","Pittsburgh","PA",15218,11383533,"https://www.zillow.com/homedetails/69-Lilmont-Dr-Pittsburgh-PA-15218/11383533_zpid/",TRUE,"SOLD",129900,3,1,1624,40.418144,-79.87412,FALSE,"2020-08-24","SINGLE_FAMILY",0,"sqft",97800
"1600 Monroe St, Pittsburgh, PA 15218","1600 Monroe St","Pittsburgh","PA",15218,11344527,"https://www.zillow.com/homedetails/1600-Monroe-St-Pittsburgh-PA-15218/11344527_zpid/",NA,"SOLD",80000,4,2,1750,40.424744,-79.89333,FALSE,"2020-08-24","MULTI_FAMILY",2957,"sqft",68300
"7226 Princeton Pl, Pittsburgh, PA 15218","7226 Princeton Pl","Pittsburgh","PA",15218,11344546,"https://www.zillow.com/homedetails/7226-Princeton-Pl-Pittsburgh-PA-15218/11344546_zpid/",NA,"SOLD",90000,3,1,1140,40.424225,-79.894554,FALSE,"2020-08-24","SINGLE_FAMILY",3600,"sqft",86900
"7115 Harrison Ave, Pittsburgh, PA 15218","7115 Harrison Ave","Pittsburgh","PA",15218,11344995,"https://www.zillow.com/homedetails/7115-Harrison-Ave-Pittsburgh-PA-15218/11344995_zpid/",TRUE,"SOLD",57000,3,1,1120,40.422375,-79.89732,FALSE,"2020-08-24","SINGLE_FAMILY",2750,"sqft",48000
"2302 Buena Vista St, Pittsburgh, PA 15218","2302 Buena Vista St","Pittsburgh","PA",15218,11383104,"https://www.zillow.com/homedetails/2302-Buena-Vista-St-Pittsburgh-PA-15218/11383104_zpid/",NA,"SOLD",144000,3,1,988,40.419613,-79.88167,FALSE,"2020-08-21","SINGLE_FAMILY",4312,"sqft",46800
"558 Greendale Ave, Pittsburgh, PA 15218","558 Greendale Ave","Pittsburgh","PA",15218,11344084,"https://www.zillow.com/homedetails/558-Greendale-Ave-Pittsburgh-PA-15218/11344084_zpid/",NA,"SOLD",210000,4,2,1480,40.43025,-79.89091,FALSE,"2020-08-20","SINGLE_FAMILY",1668,"sqft",134800
"7931 Graff Ave, Pittsburgh, PA 15218","7931 Graff Ave","Pittsburgh","PA",15218,11381976,"https://www.zillow.com/homedetails/7931-Graff-Ave-Pittsburgh-PA-15218/11381976_zpid/",TRUE,"SOLD",176000,3,2,880,40.426044,-79.8827,FALSE,"2020-08-17","SINGLE_FAMILY",0,"sqft",117000
"7520 Roslyn St, Pittsburgh, PA 15218","7520 Roslyn St","Pittsburgh","PA",15218,11345862,"https://www.zillow.com/homedetails/7520-Roslyn-St-Pittsburgh-PA-15218/11345862_zpid/",NA,"SOLD",68750,2,1,986,40.419025,-79.88517,FALSE,"2020-08-17","SINGLE_FAMILY",2247,"sqft",31300
