"Address","Street","City","State","ZipCode","zpid","url","hasImage","status","soldPrice","beds","baths","area","latitude","longitude","isZillowOwned","soldDate","Type","lotArea","lotAreaUnits","taxAssessedValue"
"601 Hastings St, Pittsburgh, PA 15206","601 Hastings St","Pittsburgh","PA",15206,11287433,"https://www.zillow.com/homedetails/601-Hastings-St-Pittsburgh-PA-15206/11287433_zpid/",TRUE,"SOLD",525000,4,2,2040,40.448055,-79.91558,FALSE,"2020-12-11","SINGLE_FAMILY",0,"sqft",197700
"1678 Morningside Ave, Pittsburgh, PA 15206","1678 Morningside Ave","Pittsburgh","PA",15206,11278250,"https://www.zillow.com/homedetails/1678-Morningside-Ave-Pittsburgh-PA-15206/11278250_zpid/",TRUE,"SOLD",215000,3,2,1320,40.484787,-79.92878,FALSE,"2020-12-11","SINGLE_FAMILY",4356,"sqft",110500
"5462 Black St, Pittsburgh, PA 15206","5462 Black St","Pittsburgh","PA",15206,11622764,"https://www.zillow.com/homedetails/5462-Black-St-Pittsburgh-PA-15206/11622764_zpid/",TRUE,"SOLD",235000,7,2,2520,40.46972,-79.93083,FALSE,"2020-12-10","SINGLE_FAMILY",3500,"sqft",43100
"321 Amber St, Pittsburgh, PA 15206","321 Amber St","Pittsburgh","PA",15206,11624508,"https://www.zillow.com/homedetails/321-Amber-St-Pittsburgh-PA-15206/11624508_zpid/",TRUE,"SOLD",370188,NA,0,3375,40.459637,-79.93153,FALSE,"2020-12-09","MULTI_FAMILY",4120,"sqft",243200
"6437 Jackson St, Pittsburgh, PA 15206","6437 Jackson St","Pittsburgh","PA",15206,11284039,"https://www.zillow.com/homedetails/6437-Jackson-St-Pittsburgh-PA-15206/11284039_zpid/",NA,"SOLD",356000,3,2,1300,40.471165,-79.9129,FALSE,"2020-12-07","SINGLE_FAMILY",4718,"sqft",140200
"5441 Black St, Pittsburgh, PA 15206","5441 Black St","Pittsburgh","PA",15206,11622247,"https://www.zillow.com/homedetails/5441-Black-St-Pittsburgh-PA-15206/11622247_zpid/",TRUE,"SOLD",314900,7,5,NA,40.47038,-79.93124,FALSE,"2020-12-07","SINGLE_FAMILY",NA,NA,83400
"6330 Howe St, Pittsburgh, PA 15206","6330 Howe St","Pittsburgh","PA",15206,11625640,"https://www.zillow.com/homedetails/6330-Howe-St-Pittsburgh-PA-15206/11625640_zpid/",TRUE,"SOLD",510000,5,4,2626,40.454514,-79.92035,FALSE,"2020-12-04","SINGLE_FAMILY",4350,"sqft",359200
"5441 Hillcrest St, Pittsburgh, PA 15206","5441 Hillcrest St","Pittsburgh","PA",15206,11622727,"https://www.zillow.com/homedetails/5441-Hillcrest-St-Pittsburgh-PA-15206/11622727_zpid/",NA,"SOLD",85000,3,1,1242,40.467594,-79.93254,FALSE,"2020-12-04","SINGLE_FAMILY",2970,"sqft",72800
"707 N Negley Ave, Pittsburgh, PA 15206","707 N Negley Ave","Pittsburgh","PA",15206,248643425,"https://www.zillow.com/homedetails/707-N-Negley-Ave-Pittsburgh-PA-15206/248643425_zpid/",TRUE,"SOLD",528200,3,3,NA,40.470108,-79.92729,FALSE,"2020-12-04","SINGLE_FAMILY",NA,NA,325100
"6050 Grafton St, Pittsburgh, PA 15206","6050 Grafton St","Pittsburgh","PA",15206,11282657,"https://www.zillow.com/homedetails/6050-Grafton-St-Pittsburgh-PA-15206/11282657_zpid/",TRUE,"SOLD",475000,4,4,2948,40.475395,-79.91608,FALSE,"2020-12-03","SINGLE_FAMILY",5880,"sqft",369200
